"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
53,454,39:56.01,Eider ARÉVALO,09 MAR 1993,COL,1,Medellín (COL),24 SEP 2011,1131
54,455,39:56.02,Máté HELEBRANDT,12 JAN 1989,HUN,1,Budapest (HUN),19 JUN 2016,1131
55,456,39:56.23,Ralf KOWALSKY,22 MAR 1962,GDR,1,Utrecht (NED),20 AUG 1981,1130
56,457,39:56.34,Koichiro MORIOKA,02 APR 1985,JPN,1,Fugokawa (JPN),10 JUN 2009,1130
57,458,39:56.38,Maurizio DAMILANO,06 APR 1957,ITA,1,Stockholm (SWE),28 JUL 1982,1130
58,459,39:56.41,Matheus CORREA,22 AUG 1999,BRA,1,Timbó (BRA),23 OCT 2021,1130
59,460,39:56.49,Alberto CRUZ,06 JUN 1972,MEX,2,"Deveti Septemvri Stadium, Plovdiv (BUL)",10 AUG 1990,1130
60,460,39:56.49,Yuta KOGA,15 JUL 1999,JPN,1,"Nagaragawa Stadium, Gifu (JPN)",13 SEP 2019,1130
61,462,39:56.5h,Heikki KUKKONEN,18 MAR 1987,FIN,2,Helsinki (FIN),09 SEP 2011,1130
62,463,39:56.54,Evan DUNFEE,28 SEP 1990,CAN,2,Canberra (AUS),28 JAN 2019,1130
63,464,39:56.57,Satoshi MARUO,28 NOV 1991,JPN,4,"Municipal Stadium, Sasebo (JPN)",08 DEC 2019,1130
64,465,39:56.65,Yutaro MURAYAMA,29 SEP 1998,JPN,5,"Municipal Stadium, Sasebo (JPN)",08 DEC 2019,1130
65,466,39:56.75,Ralf WEISE,15 SEP 1969,GDR,2,Rostock (GER),24 JUN 1990,1130
66,467,39:56.78,Yuga YAMASHITA,06 FEB 1996,JPN,2,Tokyo (JPN),04 APR 2015,1130
67,468,39:57.00,Biliulfo ANDABLO,1965,MEX,1,"Los Angeles, CA (USA)",03 NOV 1985,1130
68,469,39:57.06,Eiichi YOSHIZAWA,05 SEP 1980,JPN,1,Tokyo (JPN),12 MAY 2002,1130
69,470,39:57.3h,Pyotr TROFIMOV,18 DEC 1983,RUS,5,Saransk (RUS),19 JUN 2005,1130
70,471,39:57.4h,Matej TÓTH,10 FEB 1983,SVK,1,Tesserete (SUI),02 JUL 2011,1130
71,472,39:57.41,Kota YAMADA,27 APR 1994,JPN,1,Koshigaya (JPN),19 NOV 2016,1130
72,473,39:57.59,Caio BONFIM,19 MAR 1991,BRA,2,La Nucia (ESP),21 MAY 2022,1129
73,474,39:57.75,Mohamed AMEUR,01 NOV 1984,ALG,1,Biskra (ALG),17 MAR 2017,1129
74,475,39:57.82,Aigars FADEJEVS,27 DEC 1975,LAT,5,Riga (LAT),28 MAY 2004,1129
75,476,39:58.00,Genndiy TERECHOV,09 AUG 1955,URS,1,Leningrad (URS),17 SEP 1979,1129
76,476,39:58.00,Martín BERMÚDEZ,19 JUL 1958,MEX,2,"Los Angeles, CA (USA)",03 NOV 1985,1129
77,476,39:58.0h,Perseus KARLSTRÖM,02 MAY 1990,SWE,1,"Värendsvallen, Växjö (SWE)",26 AUG 2022,1129
78,479,39:58.1h,Rhydian COWLEY,04 JAN 1991,AUS,1,"George Knott Track, Collingwood, Melbourne (AUS)",10 JAN 2021,1129
79,480,39:58.13,Katsuji SUZUKI,31 JUL 1998,JPN,1,Hiratsuka (JPN),07 JUN 2019,1129
80,481,39:58.15,Isamu FUJISAWA,12 OCT 1987,JPN,2,"Prefectural Kasamatsu Stadium, Hitachinaka (JPN)",08 OCT 2019,1129
81,482,39:58.21,Takumi SUZUKI,14 JAN 1999,JPN,6,"Municipal Stadium, Sasebo (JPN)",08 DEC 2019,1129
82,483,39:58.25,Aigars FADEJEVS,27 DEC 1975,LAT,1,Tivoli (ITA),06 SEP 2002,1129
83,484,39:58.5h,Fanis SHAYKHUTDINOV,27 MAY 1969,RUS,3,Moskva (RUS),21 JAN 1997,1129
84,485,39:58.78,Gianluca PICCHIOTTINO,22 AUG 1996,ITA,1,"Campo Mauro Ferrari, Prato (ITA)",10 APR 2022,1129
85,486,39:58.80,Liodor PESCARU,1953,ROU,1,Pitesti (ROU),20 APR 1980,1129
86,486,39:58.80,Vladimir DRUCHIK,25 JUN 1965,URS,1,Alushta (URS),06 FEB 1991,1129
87,488,39:58.98,Hiroto JUSHO,11 JAN 2000,JPN,2f1,"Gion Stadium, Sagamihara (JPN)",22 NOV 2020,1128
88,489,39:59.29,Salvatore CACIA,22 JUL 1967,ITA,1,Catania (ITA),03 MAY 1992,1128
89,490,39:59.51,Ryutaro YAMAMOTO,17 SEP 1998,JPN,2,"Nagaragawa Stadium, Gifu (JPN)",13 SEP 2019,1128
90,491,39:59.58,Sergey TYULENEYEV,14 MAR 1971,URS,1,Kharkov (URS),02 JUN 1990,1128
91,492,39:59.78,Anatoliy SOLOMIN,02 JUL 1952,URS,1,Roma (ITA),01 JUN 1985,1128
92,493,39:59.80,Daniel BAUTISTA,04 AUG 1952,MEX,1,Monterrey (MEX),05 APR 1979,1128
93,494,39:59.82,Akihiro SUGIMOTO,20 OCT 1981,JPN,1,Yokohama (JPN),06 JUL 2003,1128
94,495,39:59.87,Ricardo ORTIZ,07 FEB 1995,MEX,1,Xalapa (MEX),06 MAY 2017,1128
95,496,40:00.0h,Sándor URBANIK,15 DEC 1964,HUN,2,Helsinki (FIN),24 JUL 1985,1128
