"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
47,3745,13:19.74,Edward Zakayo PINGUA,25 NOV 2001,KEN,1,Nairobi (KEN),11 JUN 2018,1138
48,3749,13:19.75,António LEITÃO,22 JUL 1960,POR,5,Helsinki (FIN),04 JUL 1985,1138
49,3749,13:19.75,Khoudir AGGOUNE,05 JAN 1981,ALG,2,Strasbourg (FRA),29 JUN 2002,1138
50,3751,13:19.76,Thomas WESSINGHAGE,22 FEB 1952,FRG,1,Stockholm (SWE),08 JUL 1980,1138
51,3751,13:19.76,Robert Kipkorir KIPCHUMBA,24 FEB 1984,KEN,2,San Sebastián (ESP),18 AUG 2001,1138
52,3751,13:19.76,Clement Kiprono LANGAT,18 DEC 1991,KEN,1f33,Yokohama (JPN),24 OCT 2010,1138
53,3751,13:19.76,Davor Aaron BIENENFELD,25 SEP 1997,GER,12,"Drake Stadium, Los Angeles, CA (USA)",26 MAY 2023,1138
54,3755,13:19.77,Ismail SGHYR,16 MAR 1972,FRA,11,Zürich (SUI),06 AUG 2004,1138
55,3755,13:19.77,Richard LIMO,18 NOV 1980,KEN,7,"Crystal Palace, London (GBR)",22 JUL 2005,1138
56,3755,13:19.77,Kenenisa BEKELE,13 JUN 1982,ETH,1h1,"Olympiastadion, Berlin (GER)",20 AUG 2009,1138
57,3755,13:19.77,Josphat Kipkoech BETT,12 JUN 1990,KEN,5f1,Heusden-Zolder (BEL),10 JUL 2010,1138
58,3759,13:19.78,Jon BROWN,27 FEB 1971,GBR,12,Villeneuve d'Ascq (FRA),02 JUL 1993,1138
59,3759,13:19.78,Dathan RITZENHEIN,30 DEC 1982,USA,1f1,"Portland, OR (USA)",09 JUN 2012,1138
60,3761,13:19.79,Juan Luis BARRIOS,24 JUN 1983,MEX,7,"National Stadium, Beijing (CHN)",23 AUG 2008,1138
61,3761,13:19.79,Edwin Cheruiyot SOI,03 MAR 1986,KEN,12,"Letzigrund, Zürich (SUI)",30 AUG 2012,1138
62,3761,13:19.79,Julien WANDERS,18 MAR 1996,SUI,8,"FBK Stadium, Hengelo (NED)",09 JUN 2019,1138
63,3764,13:19.8h,Henry RONO,12 FEB 1952,KEN,6,Oslo (NOR),15 JUL 1980,1138
64,3764,13:19.80,Vincent Kiprop CHEPKOK,05 JUL 1988,KEN,1,Nairobi (KEN),25 JUL 2009,1138
65,3764,13:19.80,Aweke AYALEW,23 FEB 1993,BRN,11,"Stadio Olimpico, Roma (ITA)",04 JUN 2015,1138
66,3764,13:19.80,Bashir ABDI,10 FEB 1989,BEL,9f1,Heusden-Zolder (BEL),21 JUL 2018,1138
67,3768,13:19.81,Dieter BAUMANN,09 FEB 1965,GER,2h1,"Olympic Stadium, Athina (GRE)",08 AUG 1997,1138
68,3768,13:19.81,Hassan MEAD,28 AUG 1989,USA,8,"Olympic Stadium, London (GBR)",21 JUL 2018,1138
69,3770,13:19.82,Are NAKKIM,13 FEB 1964,NOR,4,Oslo (NOR),01 JUL 1989,1138
70,3770,13:19.82,Abdi ABDIRAHMAN,01 JAN 1977,USA,6,Heusden-Zolder (BEL),14 JUL 2001,1138
71,3772,13:19.83,William Malel SITONIK,01 MAR 1994,KEN,4f31,Yokohama (JPN),17 NOV 2013,1138
72,3772,13:19.83,Birhanu BALEW,27 FEB 1996,BRN,4h2,"Estádio Olímpico, Rio de Janeiro (BRA)",17 AUG 2016,1138
73,3774,13:19.84,Shadrack HOFF,19 MAY 1973,RSA,1,Stellenbosch (RSA),11 FEB 1995,1138
74,3774,13:19.84,Jonathan Muia NDIKU,18 SEP 1991,KEN,3,Shizuoka (JPN),03 MAY 2010,1138
75,3774,13:19.84,Birhanu LEGESE,11 SEP 1994,ETH,2f1,Nijmegen (NED),12 JUN 2013,1138
76,3774,13:19.84,Richard RINGER,27 FEB 1989,GER,7h2,"National Stadium, Beijing (CHN)",26 AUG 2015,1138
77,3778,13:19.85,Philip MOSIMA,02 JAN 1977,KEN,3,Heusden-Zolder (BEL),20 JUL 2002,1138
78,3778,13:19.85,Yemaneberhan CRIPPA,15 OCT 1996,ITA,4,"Olympiastadion, Berlin (GER)",11 AUG 2018,1138
79,3778,13:19.85,Stephen KISSA,01 DEC 1988,UGA,15,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2019,1138
80,3778,13:19.85,Patrick DEVER,05 SEP 1996,GBR,6,"Hayward Field, Eugene, OR (USA)",11 JUN 2021,1138
81,3778,13:19.85,Kazuya SHIOJIRI,08 NOV 1996,JPN,1,"Yanmar Stadium Nagai, Osaka (JPN)",01 JUN 2023,1138
82,3783,13:19.86,Kamiel MAASE,20 OCT 1971,NED,7,Heusden-Zolder (BEL),14 JUL 2001,1138
83,3783,13:19.86,Ronald KWEMOI,19 SEP 1995,KEN,1f23,Yokohama (JPN),21 OCT 2018,1138
84,3785,13:19.87,Thomas WESSINGHAGE,22 FEB 1952,FRG,2,Stockholm (SWE),03 JUL 1979,1138
85,3785,13:19.87,Daniel KOMEN,17 MAY 1976,KEN,3h1,"Olympic Stadium, Athina (GRE)",08 AUG 1997,1138
86,3785,13:19.87,Sammy KIPKETER,29 SEP 1981,KEN,1,Tivoli (ITA),07 SEP 2002,1138
87,3785,13:19.87,Matt TEGENKAMP,19 JAN 1982,USA,2h1,"Olympiastadion, Berlin (GER)",20 AUG 2009,1138
88,3789,13:19.88,Mathias NTAWULIKURA,14 JUL 1964,RWA,2,Rieti (ITA),06 SEP 1991,1138
89,3789,13:19.88,Serhiy LEBID,15 JUL 1975,UKR,1,Hechtel (BEL),07 AUG 1999,1138
90,3789,13:19.88,Abraham CHEBII,23 DEC 1979,KEN,13,"Olympiastadion, Berlin (GER)",06 SEP 2002,1138
91,3789,13:19.88,David KILEL,21 MAY 1984,KEN,7,"Stade Olympique de la Pontaise, Lausanne (SUI)",01 JUL 2003,1138
92,3789,13:19.88,Ibrahim JEILAN,12 JUN 1989,ETH,4,"Alexander Stadium, Birmingham (GBR)",30 JUN 2013,1138
93,3789,13:19.88,Paul Kipngetich TANUI,22 DEC 1990,KEN,2f1,Hiroshima (JPN),29 APR 2014,1138
94,3789,13:19.88,Josphat Kiprono MENJO,20 AUG 1979,KEN,8,Barcelona (ESP),29 JUN 2017,1138
95,3789,13:19.88,Titus WANBUA,14 AUG 1997,KEN,2f1,"Aoba Park Athletic Field, Chitose (JPN)",16 JUL 2022,1138
96,3797,13:19.89,Nathan LAGAT,1977,KEN,10,Heusden-Zolder (BEL),31 JUL 2004,1138
97,3797,13:19.89,Josphat Muchiri NDAMBIRI,12 FEB 1985,KEN,2,Marugame (JPN),24 SEP 2005,1138
98,3797,13:19.89,William Malel SITONIK,01 MAR 1994,KEN,3f4,Kumamoto (JPN),02 APR 2016,1138
99,3800,13:19.90,Yomif KEJELCHA,01 AUG 1997,ETH,7,"Letzigrund, Zürich (SUI)",01 SEP 2016,1138
0,3800,13:19.90,Michael KIBET,03 SEP 1999,KEN,1,Castellón (ESP),16 JUN 2022,1138
1,3800,13:19.90,George BEAMISH,24 OCT 1996,NZL,6,"Stade Charléty, Paris (FRA)",18 JUN 2022,1138
2,3803,13:19.91,Faisa Dame TASAMA,12 OCT 1987,ETH,3f1,Nijmegen (NED),12 JUN 2013,1138
3,3804,13:19.92,John NGUGI,10 MAY 1962,KEN,1,Sevilla (ESP),01 JUN 1988,1138
4,3804,13:19.92,Driss EL HIMER,04 APR 1974,FRA,7,St-Denis (FRA),06 JUL 2001,1138
5,3804,13:19.92,Jamal Bilal SALEM,12 SEP 1978,QAT,3,Naimette-Xhovémont (BEL),03 AUG 2004,1138
6,3804,13:19.92,Jonathon RILEY,29 DEC 1978,USA,13,Heusden-Zolder (BEL),28 JUL 2007,1138
7,3804,13:19.92,James KIMEU,14 DEC 2000,KEN,1f1,"Aoba Park Athletic Field, Chitose (JPN)",17 JUL 2021,1138
8,3809,13:19.93,Francisco Javier ALVES,03 SEP 1980,ESP,11,Barcelona (ESP),22 JUL 2011,1138
9,3809,13:19.93,Soufiyan BOUQANTAR,30 AUG 1993,MAR,6,Lille (FRA),09 JUN 2012,1138
10,3809,13:19.93,Morhad AMDOUNI,21 JUN 1988,FRA,7,"Olympiastadion, Stockholm (SWE)",10 JUN 2018,1138
11,3812,13:19.94,Benjamin MAIYO,06 OCT 1978,KEN,2,Sopot (POL),08 AUG 1998,1138
12,3812,13:19.94,Khalid SKAH,29 JAN 1967,MAR,10,Oslo (NOR),30 JUN 1999,1138
13,3812,13:19.94,Mo FARAH,23 MAR 1983,GBR,3h1,"Olympiastadion, Berlin (GER)",20 AUG 2009,1138
14,3812,13:19.94,Mark Kosgei KIPTOO,21 JUN 1976,KEN,13,"Letzigrund, Zürich (SUI)",30 AUG 2012,1138
15,3812,13:19.94,Hayle IBRAHIMOV,18 JAN 1990,AZE,7,Montreuil-sous-Bois (FRA),01 JUN 2017,1138
16,3817,13:19.95,Yobes ONDIEKI,21 FEB 1961,KEN,3,Oslo (NOR),02 JUL 1988,1138
17,3817,13:19.95,Robert Sigei KIPNGETICH,03 JAN 1982,KEN,5,"AC Gianni Brera, Milano (ITA)",03 JUN 2003,1138
18,3817,13:19.95,Hillary CHENONGE,30 MAY 1985,KEN,7,"FBK Stadium, Hengelo (NED)",29 MAY 2005,1138
19,3817,13:19.95,Joseph KOSGEI,25 AUG 1974,KEN,1,Rovereto (ITA),31 AUG 2005,1138
20,3817,13:19.95,Ben TRUE,29 DEC 1985,USA,9,"Olympic Stadium, London (GBR)",21 JUL 2018,1138
21,3822,13:19.96,Josphat Kipkoech BETT,12 JUN 1990,KEN,12,"Icahn Stadium, New York, NY (USA)",11 JUN 2011,1138
22,3822,13:19.96,Patrick Mutunga MWIKYA,20 NOV 1994,KEN,3f1,Hiroshima (JPN),28 APR 2013,1138
23,3822,13:19.96,Wesley LEDAMA,02 JUL 1999,KEN,2f3,Nobeoka (JPN),06 MAY 2017,1138
24,3822,13:19.96,Stewart MCSWEYN,01 JUN 1995,AUS,3,Gold Coast (AUS),15 FEB 2018,1138
25,3822,13:19.96,Takuma SUNAOKA,23 MAR 2000,JPN,4,"Takebishi Stadium, Kyoto (JPN)",10 DEC 2021,1138
26,3827,13:19.97,Markus RYFFEL,05 FEB 1955,SUI,2,Zürich (SUI),16 AUG 1978,1137
27,3827,13:19.97,Saïd AOUITA,02 NOV 1959,MAR,1,Shizuoka (JPN),03 MAY 1987,1137
28,3829,13:19.98,Domingos CASTRO,22 NOV 1963,POR,3,Helsinki (FIN),30 JUN 1992,1137
29,3829,13:19.98,Fita BAYISSA,15 DEC 1972,ETH,6,Gateshead (GBR),02 JUL 1995,1137
30,3829,13:19.98,Stewart MCSWEYN,01 JUN 1995,AUS,1,Dublin (IRL),12 JUL 2017,1137
31,3829,13:19.98,Cole HOCKER,06 JUN 2001,USA,1,"Hayward Field, Eugene, OR (USA)",23 APR 2021,1137
32,3833,13:19.99,Bob KENNEDY,18 AUG 1970,USA,1,"Sacramento, CA (USA)",16 JUN 1995,1137
33,3834,13:20.0h,Emiel PUTTEMANS,08 OCT 1947,BEL,1,Bruxelles (BEL),24 AUG 1972,1137
34,3834,13:20.0h,Fernando MAMEDE,01 NOV 1951,POR,1,Louvain-La-Neuve (BEL),04 JUN 1980,1137
35,3834,13:20.00,Vincent ROUSSEAU,29 JUL 1962,BEL,3,"Letzigrund, Zürich (SUI)",21 AUG 1985,1137
36,3834,13:20.00,Gary STAINES,03 JUL 1963,GBR,2,London (GBR),13 SEP 1987,1137
37,3834,13:20.00,Roberto GARCÍA,20 AUG 1975,ESP,12,Oslo (NOR),28 JUN 2002,1137
38,3834,13:20.0h,Isaac Kiprono SONGOK,25 APR 1984,KEN,1,Nairobi (KEN),28 JUL 2007,1137
39,3834,13:20.00,Kaan Kigen ÖZBILEN,15 JAN 1986,KEN,9,"Stade Olympique de la Pontaise, Lausanne (SUI)",30 JUN 2011,1137
40,3834,13:20.00,Jack ROWE,30 JAN 1996,GBR,13,"Drake Stadium, Los Angeles, CA (USA)",26 MAY 2023,1137
41,3842,13:20.01,Martin FIZ,03 MAR 1963,ESP,9,Roma (ITA),17 JUL 1991,1137
42,3842,13:20.01,Salah HISSOU,16 JAN 1972,MAR,10,Paris-St-Denis (FRA),01 JUN 1995,1137
43,3842,13:20.01,Garrett HEATH,03 NOV 1985,USA,8f1,"Palo Alto, CA (USA)",28 APR 2013,1137
44,3845,13:20.02,Stefano MEI,03 FEB 1963,ITA,6,Oslo (NOR),06 JUL 1991,1137
45,3845,13:20.02,William Malel SITONIK,01 MAR 1994,KEN,17,"Hayward Field, Eugene, OR (USA)",27 MAY 2017,1137
46,3845,13:20.02,Jackson Kavesa MUEMA,03 SEP 2001,KEN,,"Yanmar Stadium Nagai, Osaka (JPN)",24 JUN 2021,1137
47,3845,13:20.02,Nicholas Mboroto KOSIMBEI,01 OCT 1996,KEN,11f2,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2022,1137
48,3849,13:20.03,Benjamin LIMO,23 AUG 1974,KEN,4,Stuttgart (GER),19 JUL 1998,1137
49,3849,13:20.03,Abderrahim GOUMRI,21 MAY 1976,MAR,5h2,"Olympic Stadium, Athina (GRE)",25 AUG 2004,1137
50,3851,13:20.04,António LEITÃO,22 JUL 1960,POR,3,Helsinki (FIN),07 JUL 1986,1137
51,3851,13:20.04,Fita BAYISSA,15 DEC 1972,ETH,13,Zürich (SUI),16 AUG 1995,1137
52,3851,13:20.04,Frederick Kipkosgei KIPTOO,13 NOV 1996,KEN,8,Montreuil-sous-Bois (FRA),01 JUN 2017,1137
53,3854,13:20.05,Worku BIKILA,06 MAY 1968,ETH,5,Stuttgart (GER),19 JUL 1998,1137
54,3854,13:20.05,Richard RINGER,27 FEB 1989,GER,4f1,Oordegem (BEL),27 MAY 2017,1137
55,3854,13:20.05,Mike FOPPEN,29 NOV 1996,NED,3f1,"Stade L. Lagrange, Toulon (FRA)",26 FEB 2021,1137
56,3857,13:20.06,Steve OVETT,09 OCT 1955,GBR,1,Belfast (GBR),30 JUN 1986,1137
57,3857,13:20.06,Paul KIPKOECH,06 JAN 1963,KEN,2,Rovereto (ITA),30 JUL 1986,1137
58,3857,13:20.06,Worku BIKILA,06 MAY 1968,ETH,6,"Crystal Palace, London (GBR)",15 JUL 1994,1137
59,3857,13:20.06,Moukhled AL OUTAIBI,20 JUN 1976,KSA,7h2,"Olympiastadion, Helsinki (FIN)",11 AUG 2005,1137
60,3857,13:20.06,Robert Sigei KIPNGETICH,03 JAN 1982,KEN,8,Villeneuve d'Ascq (FRA),08 JUN 2007,1137
61,3857,13:20.06,Matthew CENTROWITZ,18 OCT 1989,USA,9f1,"Palo Alto, CA (USA)",04 MAY 2014,1137
62,3863,13:20.07,Martti VAINIO,30 DEC 1950,FIN,4,Zürich (SUI),24 AUG 1983,1137
63,3863,13:20.07,Gebretsadik ABRAHA,16 JUL 1992,ETH,6,Torino (ITA),12 JUN 2010,1137
64,3863,13:20.07,Edward WAWERU,03 OCT 1990,KEN,5f35,Yokohama (JPN),05 DEC 2010,1137
65,3863,13:20.07,Samuel CHELANGA,23 FEB 1985,KEN,9f1,"Palo Alto, CA (USA)",28 APR 2013,1137
66,3867,13:20.08,Augustine Kiprono CHOGE,21 JAN 1987,KEN,6,Heusden-Zolder (BEL),02 AUG 2003,1137
67,3867,13:20.08,Andrew BUTCHART,14 OCT 1991,GBR,5h2,"Estádio Olímpico, Rio de Janeiro (BRA)",17 AUG 2016,1137
68,3867,13:20.08,Bethwell BIRGEN,06 AUG 1988,KEN,10,"Olympic Stadium, London (GBR)",21 JUL 2018,1137
69,3867,13:20.08,Jonas RAESS,08 MAR 1994,SUI,4,"Slottsskogsvallen, Göteborg (SWE)",29 AUG 2020,1137
70,3871,13:20.09,Adrian PASSEY,02 SEP 1964,GBR,7,Hechtel (BEL),19 JUL 1997,1137
71,3871,13:20.09,Clement Kiprono LANGAT,18 DEC 1991,KEN,4,Yokohama (JPN),04 DEC 2011,1137
72,3871,13:20.09,Hayle IBRAHIMOV,18 JAN 1990,AZE,7,Lille (FRA),09 JUN 2012,1137
73,3874,13:20.10,Dieter BAUMANN,09 FEB 1965,GER,1,Nürnberg (GER),08 JUN 1994,1137
74,3874,13:20.10,Jon BROWN,27 FEB 1971,GBR,12,Stockholm (SWE),08 JUL 1996,1137
75,3874,13:20.10,Oscar CHELIMO,12 DEC 2001,UGA,16,"Stadio Olimpico, Roma (ITA)",06 JUN 2019,1137
76,3874,13:20.10,Jonathan Muia NDIKU,18 SEP 1991,KEN,1f1,Fukagawa (JPN),09 JUL 2019,1137
77,3878,13:20.11,Stewart MCSWEYN,01 JUN 1995,AUS,11,"Stadio Luigi Ridolfi, Firenze (ITA)",10 JUN 2021,1137
78,3879,13:20.12,Valeriy ABRAMOV,22 AUG 1956,URS,2,Kiev (URS),27 JUL 1982,1137
79,3879,13:20.12,Andrew SAMBU,05 OCT 1972,TAN,3,Malmö (SWE),05 AUG 1991,1137
80,3879,13:20.12,Worku BIKILA,06 MAY 1968,ETH,6,"Ullevi Stadium, Göteborg (SWE)",13 AUG 1995,1137
81,3879,13:20.12,Tom NYARIKI,27 SEP 1971,KEN,7,Berlin (GER),30 AUG 1996,1137
82,3879,13:20.12,Micah Kemboi KOGO,30 JUN 1986,KEN,2,Rovereto (ITA),31 AUG 2005,1137
83,3879,13:20.12,Patrick DEVER,05 SEP 1996,GBR,2f1,"Griswold Stadium, Portland, OR (USA)",11 JUN 2022,1137
84,3885,13:20.13,Todd WILLIAMS,07 MAR 1969,USA,1,"Eugene, OR (USA)",05 JUN 1993,1137
85,3885,13:20.13,Tom COMPERNOLLE,13 NOV 1975,BEL,8,Heusden-Zolder (BEL),14 JUL 2001,1137
86,3885,13:20.13,Ali Abdallah AFRINGI,02 NOV 1982,ERI,15,"Stadio Olimpico, Roma (ITA)",14 JUL 2006,1137
87,3888,13:20.14,Rachid CHEKHEMANI,01 OCT 1973,FRA,8,St-Denis (FRA),06 JUL 2001,1137
88,3889,13:20.15,Alberto COVA,01 DEC 1958,ITA,6,Rieti (ITA),09 SEP 1981,1137
89,3889,13:20.15,Robbie JOHNSTON,21 AUG 1967,NZL,13,Stockholm (SWE),08 JUL 1996,1137
90,3891,13:20.16,Paul TERGAT,17 JUN 1969,KEN,2,Rieti (ITA),05 SEP 1993,1137
91,3891,13:20.16,Dieter BAUMANN,09 FEB 1965,GER,2,Kassel (GER),14 JUN 2002,1137
92,3891,13:20.16,Ali KAYA,20 APR 1994,TUR,1,"Kadrioru staadion, Tallinn (EST)",11 JUL 2015,1137
93,3891,13:20.16,Sondre Nordstad MOEN,12 JAN 1991,NOR,3f2,Heusden-Zolder (BEL),22 JUL 2017,1137
94,3891,13:20.16,Edward Zakayo PINGUA,25 NOV 2001,KEN,1,"Ratinan Stadion, Tampere (FIN)",14 JUL 2018,1137
95,3891,13:20.16,Jack ROWE,30 JAN 1996,GBR,2,"Hilmer Lodge Stadium, Walnut, CA (USA)",06 MAY 2023,1137
96,3897,13:20.17,John NGUGI,10 MAY 1962,KEN,4,Malmö (SWE),05 AUG 1991,1137
97,3897,13:20.17,Alyan Sultan AL QAHTANI,23 AUG 1971,KSA,9,Roma (ITA),05 JUN 1996,1137
98,3897,13:20.17,Moses Ndiema KIPSIRO,02 SEP 1986,UGA,14,"Letzigrund, Zürich (SUI)",30 AUG 2012,1137
99,3897,13:20.17,Hagos GEBRHIWET,11 MAY 1994,ETH,12,Paris (FRA),05 JUL 2014,1137
0,3897,13:20.17,Rodrigue KWIZERA,10 OCT 1999,BDI,2,Castellón (ESP),16 JUN 2022,1137
1,3902,13:20.18,Yobes ONDIEKI,21 FEB 1961,KEN,14,Zürich (SUI),16 AUG 1995,1137
2,3902,13:20.18,Robbie JOHNSTON,21 AUG 1967,NZL,7,St-Denis (FRA),03 JUN 1996,1137
3,3902,13:20.18,Paul CHELIMO,27 OCT 1990,USA,1h2,"Khalifa International Stadium, Doha (QAT)",27 SEP 2019,1137
4,3902,13:20.18,Eric JENKINS,24 NOV 1991,USA,1f1,"Griswold Stadium, Portland, OR (USA)",03 JUN 2021,1137
5,3906,13:20.19,John TRAUTMANN,29 JUN 1968,USA,1,"Walnut, CA (USA)",17 APR 1992,1137
6,3906,13:20.19,Sammy Alex MUTAHI,01 JUN 1989,KEN,2,Yokohama (JPN),15 APR 2007,1137
7,3908,13:20.2h,Henry RONO,12 FEB 1952,KEN,1,"Corvallis, OR (USA)",20 MAY 1978,1137
8,3908,13:20.20,Suleiman NYAMBUI,13 FEB 1953,TAN,3,Stockholm (SWE),03 JUL 1979,1137
9,3908,13:20.20,Larbi ZEROUAL,10 JAN 1971,FRA,1,Helsinki (FIN),28 JUN 1995,1137
10,3908,13:20.20,Joseph EBUYA,20 JUN 1987,KEN,2,Nairobi (KEN),25 JUL 2009,1137
11,3908,13:20.20,Yves NIMUBONA,15 AUG 1998,RWA,5,"Alexander Stadium, Birmingham (GBR)",06 AUG 2022,1137
12,3913,13:20.21,Ibrahim JEILAN,12 JUN 1989,ETH,10,"Hayward Field, Eugene, OR (USA)",29 MAY 2015,1137
13,3913,13:20.21,Stewart MCSWEYN,01 JUN 1995,AUS,11,"Olympic Stadium, London (GBR)",21 JUL 2018,1137
14,3915,13:20.22,Stephen MOKOKA,31 JAN 1985,RSA,3,"Alexander Stadium, Birmingham (GBR)",07 JUN 2015,1137
15,3915,13:20.22,John MAINA,14 JUL 1993,KEN,6f3,Nobeoka (JPN),05 MAY 2018,1137
16,3917,13:20.23,Matt TEGENKAMP,19 JAN 1982,USA,8,"Olympiastadion, Berlin (GER)",23 AUG 2009,1137
17,3917,13:20.23,Abdessamad OUKHELFEN,18 DEC 1998,ESP,4f1,"Stade L. Lagrange, Toulon (FRA)",26 FEB 2021,1137
18,3919,13:20.24,Francis GONZALEZ,06 FEB 1952,FRA,3,Stockholm (SWE),18 JUN 1979,1137
19,3919,13:20.24,Tim HUTCHINGS,04 DEC 1958,GBR,2,Oslo (NOR),21 JUL 1984,1137
20,3919,13:20.24,Abel ANTÓN,24 OCT 1962,ESP,6,"Bislett Stadion, Oslo (NOR)",22 JUL 1994,1137
21,3919,13:20.24,Bob KENNEDY,18 AUG 1970,USA,1,Tokyo (JPN),16 SEP 1996,1137
22,3919,13:20.24,Hailu MEKONNEN,04 APR 1980,ETH,8,"Commonwealth Stadium, Edmonton (CAN)",10 AUG 2001,1137
23,3919,13:20.24,Juan Luis BARRIOS,24 JUN 1983,MEX,1,"Eugene, OR (USA)",26 MAY 2007,1137
24,3919,13:20.24,Vincent Kiprop CHEPKOK,05 JUL 1988,KEN,4h1,"Olympiastadion, Berlin (GER)",20 AUG 2009,1137
25,3919,13:20.24,Yitayal Atnafu ZERIHUN,20 JAN 1993,ETH,6,"FBK Stadium, Hengelo (NED)",08 JUN 2013,1137
26,3919,13:20.24,Cooper TEARE,18 AUG 1999,USA,2,"Hayward Field, Eugene, OR (USA)",23 APR 2021,1137
27,3919,13:20.24,Dawit FIKADU,29 DEC 1995,BRN,15,"National Stadium, Tokyo (JPN)",06 AUG 2021,1137
28,3929,13:20.25,Ed MORAN,27 MAY 1981,USA,13,"Olympiastadion, Stockholm (SWE)",06 AUG 2010,1136
29,3929,13:20.25,Aaron BRAUN,28 MAY 1987,USA,2f1,"Portland, OR (USA)",09 JUN 2012,1136
30,3929,13:20.25,Dominic LANGAT,15 MAY 1995,KEN,4f4,Nobeoka (JPN),04 MAY 2019,1136
31,3932,13:20.26,Philip MOSIMA,02 JAN 1977,KEN,11,Zürich (SUI),13 AUG 1997,1136
32,3932,13:20.26,Meshack SANG,24 JUL 1978,KEN,2,"Palo Alto, CA (USA)",29 MAY 2005,1136
33,3934,13:20.27,Luke KIPKOSGEI,27 NOV 1975,KEN,1,"New York, NY (USA)",22 JUL 1998,1136
34,3934,13:20.27,Kamiel MAASE,20 OCT 1971,NED,4,Heusden-Zolder (BEL),20 JUL 2002,1136
35,3934,13:20.27,Albert ROP,17 JUL 1992,KEN,11,"Shanghai Stadium, Shanghai (CHN)",19 MAY 2012,1136
36,3937,13:20.28,Gennaro DI NAPOLI,05 MAR 1968,ITA,10,"Stadio Olimpico, Roma (ITA)",05 JUN 1997,1136
37,3937,13:20.28,James Kwalia C'KURUI,12 JUN 1984,KEN,8,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 2004,1136
38,3937,13:20.28,Shadrack KIPCHIRCHIR,22 FEB 1989,USA,12,"Olympic Stadium, London (GBR)",21 JUL 2018,1136
39,3937,13:20.28,Ali ABDILMANA,17 FEB 2002,ETH,9,"FBK Stadium, Hengelo (NED)",08 JUN 2021,1136
40,3941,13:20.29,Jonny DANIELSSON,04 SEP 1964,SWE,4,Oslo (NOR),02 JUL 1988,1136
41,3941,13:20.29,Tim BROE,20 JUN 1977,USA,6h2,"Olympic Stadium, Athina (GRE)",25 AUG 2004,1136
42,3941,13:20.29,Mosinet GEREMEW,12 FEB 1992,ETH,9f1,Heusden-Zolder (BEL),07 JUL 2012,1136
43,3944,13:20.30,Simon CHEMOIYWO,20 APR 1968,KEN,7,"Bislett Stadion, Oslo (NOR)",22 JUL 1994,1136
44,3944,13:20.30,Moses KIPTANUI,01 OCT 1970,KEN,1,Melbourne (AUS),29 FEB 1996,1136
45,3944,13:20.30,Karl KESKA,07 MAY 1972,GBR,5,Heusden-Zolder (BEL),20 JUL 2002,1136
46,3944,13:20.30,Eduardo HERRERA,23 SEP 1997,USA,3f1,"Cougar Athletic Stadium, Azusa, CA (USA)",14 APR 2022,1136
47,3948,13:20.31,John Cheruiyot KORIR,13 DEC 1981,KEN,12,Zürich (SUI),06 AUG 2004,1136
48,3948,13:20.31,Mohammed AHMED,05 JAN 1991,CAN,8,"Letzigrund, Zürich (SUI)",01 SEP 2016,1136
49,3948,13:20.31,Johnathan RENIEWICKI,03 OCT 1995,USA,1,"Emerson Field, Concord, MA (USA)",10 JUN 2023,1136
50,3951,13:20.32,Sydney MAREE,09 SEP 1956,USA,5,Oslo (NOR),02 JUL 1988,1136
51,3951,13:20.32,Kiplimo MUNERIA,28 AUG 1983,KEN,9,Heusden-Zolder (BEL),14 JUL 2001,1136
52,3951,13:20.32,Cyrus RUTTO,21 APR 1992,KEN,1f1,Nijmegen (NED),18 MAY 2016,1136
53,3954,13:20.33,Tim NELSON,27 FEB 1984,USA,6f1,Heusden-Zolder (BEL),10 JUL 2010,1136
54,3954,13:20.33,Nick WILLIS,25 APR 1983,NZL,3,"Los Angeles, CA (USA)",15 MAY 2014,1136
55,3954,13:20.33,Derara HURISA,12 JUL 1997,ETH,6,Montreuil (FRA),19 JUN 2018,1136
56,3957,13:20.34,Brendan FOSTER,12 JAN 1948,GBR,1h3,"Olympic Stadium, Montréal (CAN)",28 JUL 1976,1136
57,3957,13:20.34,Mathias NTAWULIKURA,14 JUL 1964,RWA,4,Stockholm (SWE),02 JUL 1992,1136
58,3957,13:20.34,Alberto LOZANO DE PEDRO,23 FEB 1987,ESP,9,"Mestský Stadion, Ostrava (CZE)",27 JUN 2013,1136
59,3957,13:20.34,Victor Kimutai CHUMO,19 MAR 1987,KEN,2,Huelva (ESP),10 JUN 2015,1136
60,3957,13:20.34,Andy VERNON,07 JAN 1986,GBR,1f1,Ninove (BEL),01 AUG 2015,1136
61,3957,13:20.34,Gemechu DIDA,12 SEP 1999,ETH,1,"Estádio 1o de Maio, Braga (POR)",20 JUN 2021,1136
62,3957,13:20.34,Mike FOPPEN,29 NOV 1996,NED,7,"Stade Charléty, Paris (FRA)",18 JUN 2022,1136
63,3964,13:20.35,Nick ROSE,30 DEC 1951,GBR,4,"Rheinstadion, Düsseldorf (GER)",04 SEP 1977,1136
