"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
62,463,19:38.98,Federico TONTODONATI,30 OCT 1989,ITA,1,"Stadio San Cassiano, Alba (ITA)",04 SEP 2020,1080
63,464,19:39.05,Ivan BANZERUK,09 FEB 1990,UKR,2,Kyiv (UKR),03 JUN 2014,1080
64,465,19:39.13,Federico TONTODONATI,30 OCT 1989,ITA,1,Agropoli (ITA),23 SEP 2017,1080
65,466,19:39.19,Iván PAJUELO,27 AUG 1993,ESP,2,Plasencia (ESP),27 JUN 2018,1080
66,467,19:39.26,Yanjun CAO,,CHN,1,Zhengzhou (CHN),28 AUG 2005,1080
67,468,19:39.3h,Māris PUTENIS,20 JUN 1982,LAT,1,Riga (LAT),04 JUL 2000,1079
68,469,19:39.36,Miroslav ÚRADNÍK,24 MAR 1996,SVK,1,"Atletický štadión TU, Košice (SVK)",25 JUL 2020,1079
69,470,19:39.4h,Peter TICHÝ,12 MAR 1969,SVK,2,Banská Bystrica (SVK),07 SEP 1997,1079
70,471,19:39.5h,José Alejandro DOMÍNGUEZ,29 JUL 1980,ESP,2,Sanlúcar de Barrameda (ESP),15 JUN 2002,1079
71,472,19:39.53,Bertrand MOULINET,06 JAN 1987,FRA,1,Amiens (FRA),22 JUN 2013,1079
72,473,19:39.66,Ivan BANZERUK,09 FEB 1990,UKR,4,"Avangard Stadium, Lutsk (UKR)",15 AUG 2020,1079
73,474,19:39.69,Chris ERICKSON,01 DEC 1981,AUS,4,Sydney (AUS),28 FEB 2009,1079
74,475,19:39.74,Álvaro MARTÍN,18 JUN 1994,ESP,1,Ciudad Real (ESP),19 SEP 2020,1079
75,476,19:39.75,Kai KOBAYASHI,28 FEB 1993,JPN,7,"Prefectural Stadium, Kumagaya (JPN)",19 SEP 2020,1079
76,477,19:39.85,Koichiro MORIOKA,02 APR 1985,JPN,2,Sapporo (JPN),06 JUN 2009,1079
77,478,19:39.90,Claudio Erasmo VARGAS,09 DEC 1974,MEX,3,Xalapa (MEX),29 JUN 2002,1079
78,479,19:40.04,Manuel BERMÚDEZ,12 DEC 1997,ESP,4,Murcia (ESP),26 JUN 2016,1078
79,480,19:40.1h,Trond NYMARK,28 DEC 1976,NOR,1,Bergen (NOR),24 SEP 2008,1078
80,481,19:40.11,Jean BLANCHETEAU,07 JAN 1996,FRA,3,"Stade Raymond Petit, Tomblaine (FRA)",14 JUN 2016,1078
81,482,19:40.25,Gabriel BORDIER,08 OCT 1997,FRA,1,La Pommeraye (FRA),04 MAY 2019,1078
82,483,19:40.42,Rafał FEDACZYŃSKI,03 DEC 1980,POL,3,Gdansk (POL),14 JUN 2014,1078
83,484,19:40.48,Toshikazu YAMANISHI,15 FEB 1996,JPN,1,Tokyo (JPN),10 OCT 2015,1078
84,484,19:40.48,Oleh SVYSTUN,15 SEP 1997,UKR,4,Kropyvnytskiy (UKR),25 JUN 2018,1078
85,486,19:40.65,José David DOMÍNGUEZ,29 JUL 1980,ESP,2,Zaragoza (ESP),09 JUL 2005,1078
86,487,19:40.71,Alex WRIGHT,19 DEC 1990,IRL,1,Cork (IRL),15 JUN 2014,1077
87,488,19:40.72,Augusto CARDOSO,13 DEC 1970,POR,1,Coimbra (POR),26 JUN 1999,1077
88,489,19:40.92,Alberto AMEZCUA,10 MAY 1992,ESP,1,Granada (ESP),13 APR 2019,1077
89,490,19:40.94,Cedric HOUSSAYE,13 DEC 1979,FRA,3,Villeneuve d'Ascq (FRA),27 JUN 2008,1077
90,491,19:40.96,Omar SEGURA,24 MAR 1981,MEX,5,Katowice (POL),02 JUL 2014,1077
91,492,19:40.98,Alberto AMEZCUA,10 MAY 1992,ESP,4,Alcorcón (ESP),12 JUL 2014,1077
92,492,19:40.98,Yuki KURUMISAWA,11 DEC 1995,JPN,1,Kumagaya (JPN),05 JUN 2015,1077
93,494,19:41.0h,Quentin REW,16 JUL 1984,NZL,1,Melbourne (AUS),22 NOV 2015,1077
94,495,19:41.13,Michele ANTONELLI,23 MAY 1994,ITA,1,"Stadio Gino Salveti, Cassino (ITA)",21 MAY 2022,1077
95,496,19:41.2h,Santiago PÉREZ,15 JAN 1972,ESP,2,San Sebastián (ESP),22 MAY 1999,1077
96,496,19:41.20,Håvard HAUKENES,22 APR 1990,NOR,1,Byrkjelo (NOR),18 AUG 2018,1077
97,498,19:41.25,Evan DUNFEE,28 SEP 1990,CAN,1,Vancouver (CAN),30 MAR 2019,1077
98,499,19:41.36,Sérgio VIEIRA,20 FEB 1976,POR,1f1,Vagos (POR),13 JUN 2015,1077
99,500,19:41.41,Dzmitry LUKYANCHUK,02 OCT 1997,BLR,3,"Dinamo National Olympic Stadium, Minsk (BLR)",18 AUG 2022,1076
0,501,19:41.47,Massimo FIZIALETTI,07 FEB 1965,ITA,1.0,San Marino (SMR),04 JUL 1996,1076
1,502,19:41.49,Antonin BOYEZ,09 NOV 1984,FRA,1.0,Troyes (FRA),05 MAY 2013,1076
2,503,19:41.51,Diego GARCÍA CARRERA,19 JAN 1996,ESP,2.0,Soria (ESP),15 JUN 2019,1076
3,504,19:41.53,Diego GARCÍA CARRERA,19 JAN 1996,ESP,3.0,Alcobendas (ESP),18 JUN 2016,1076
4,505,19:41.55,Isaac PALMA,26 OCT 1990,MEX,1.0,Granollers (ESP),17 JUL 2012,1076
5,506,19:41.64,Richard VARGAS,28 DEC 1994,VEN,3.0,Cáceres (ESP),29 JUN 2016,1076
6,507,19:41.67,Evan DUNFEE,28 SEP 1990,CAN,2.0,Vancouver (CAN),26 MAR 2011,1076
7,508,19:41.74,Aliaksandr LIAKHOVICH,04 JUL 1989,BLR,1.0,"Dinamo National Olympic Stadium, Minsk (BLR)",26 JUN 2021,1076
8,509,19:41.75,Matej TÓTH,10 FEB 1983,SVK,1.0,Banská Bystrica (SVK),15 SEP 2015,1076
9,510,19:41.82,José David DOMÍNGUEZ,29 JUL 1980,ESP,1.0,Vigo (ESP),26 JUN 2010,1076
10,511,19:41.90,Takayuki TANII,14 FEB 1983,JPN,3.0,Sapporo (JPN),06 JUN 2009,1076
11,512,19:41.96,Leonardo DEI TOS,27 APR 1992,ITA,1.0,Trento (ITA),24 JUL 2018,1076
12,513,19:41.98,Chuanzhan CHEN,,CHN,2.0,Zhengzhou (CHN),28 AUG 2005,1076
13,514,19:42.13,Daniel CHAMOSA,04 MAY 1997,ESP,1.0,"Estadio de Larrabide, Pamplona (ESP)",06 MAY 2023,1075
14,515,19:42.14,Kevin CAMPION,23 MAY 1988,FRA,1.0,Marseille (FRA),15 JUL 2017,1075
15,516,19:42.31,Ever Jair PALMA OLIVARES,18 MAR 1992,MEX,2.0,Granollers (ESP),17 JUL 2012,1075
16,517,19:42.33,Yuki SASAGAWA,18 NOV 1991,JPN,1.0,Kofu (JPN),30 APR 2011,1075
17,518,19:42.34,João VIEIRA,20 FEB 1976,POR,1.0,Lisboa (POR),08 JUN 2013,1075
18,519,19:42.49,Hassanine SEBEI,21 JAN 1984,TUN,1.0,Aix-en-Provence (FRA),08 MAY 2016,1075
19,520,19:42.55,Denny GALANELLO,15 SEP 1976,ITA,2.0,Ferrara (ITA),18 JUN 1998,1075
20,521,19:42.57,Håvard HAUKENES,22 APR 1990,NOR,2.0,Haugesund (NOR),31 JUL 2015,1075
21,522,19:42.65,Matteo GIUPPONI,08 OCT 1988,ITA,2.0,Trento (ITA),26 JUL 2016,1075
22,523,19:42.70,Wayne SNYMAN,08 MAR 1985,RSA,1.0,Pretoria (RSA),11 JUN 2016,1075
23,524,19:42.74,Francisco ARCILLA,14 JAN 1984,ESP,4.0,Alcobendas (ESP),18 JUN 2016,1075
24,525,19:42.77,Kevin CAMPION,23 MAY 1988,FRA,7.0,Reims (FRA),30 JUN 2010,1075
25,526,19:42.86,Moussa AOUANOUK,02 AUG 1972,ALG,1.0,Franconville (FRA),23 MAY 2004,1074
26,527,19:42.91,Will THOMPSON,18 NOV 2002,AUS,5.0,"Lakeside Stadium, Melbourne (AUS)",05 MAR 2023,1074
27,528,19:42.92,Eiichi YOSHIZAWA,05 SEP 1980,JPN,1.0,Kanazawa (JPN),17 MAY 2003,1074
28,529,19:43.00,Luis Manuel CORCHETE,14 MAY 1984,ESP,5.0,Alcobendas (ESP),18 JUN 2016,1074
29,530,19:43.20,Alberto AMEZCUA,10 MAY 1992,ESP,1.0,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",21 NOV 2020,1074
30,531,19:43.24,Álvaro MARTÍN,18 JUN 1994,ESP,1.0,Castellón (ESP),10 JUN 2017,1074
31,531,19:43.24,Salih KORKMAZ,01 JAN 1997,TUR,1.0,Ankara (TUR),25 MAY 2019,1074
32,533,19:43.28,Pyotr BOGATYREV,11 MAR 1991,RUS,4.0,Moskva (RUS),18 JUL 2016,1074
33,534,19:43.3h,Ato IBAÑEZ,14 NOV 1985,SWE,1.0,Sala (SWE),14 MAY 2016,1074
34,535,19:43.38,José Ignacio DÍAZ,22 NOV 1979,ESP,2.0,Vigo (ESP),26 JUN 2010,1074
35,536,19:43.39,Damian BLOCKI,28 APR 1989,POL,,Birmingham (GBR),02 JUL 2017,1074
36,537,19:43.40,Colin GRIFFIN,03 AUG 1982,IRL,1.0,Manchester (GBR),16 JUL 2006,1074
37,538,19:43.42,Will THOMPSON,18 NOV 2002,AUS,3.0,"Lakeside Stadium, Melbourne (AUS)",27 FEB 2021,1074
38,539,19:43.44,Tomohiro NODA,24 JAN 1996,JPN,3.0,Kumagaya (JPN),19 MAY 2018,1074
39,540,19:43.49,Genadiy KOZLOVSKIY,07 JAN 1991,LTU,2.0,Alytus (LTU),20 SEP 2014,1074
40,541,19:43.53,Rhydian COWLEY,04 JAN 1991,AUS,1.0,Melbourne (AUS),28 FEB 2016,1073
41,542,19:43.65,Hedi TERRAOUI,10 NOV 1989,TUN,2.0,Amiens (FRA),22 JUN 2013,1073
42,543,19:43.79,Kevin CAMPION,23 MAY 1988,FRA,1.0,Valence (FRA),07 MAY 2016,1073
43,544,19:44.00,Rafał FEDACZYŃSKI,03 DEC 1980,POL,2.0,Gdansk (POL),01 JUN 2013,1073
44,545,19:44.03,Cedric HOUSSAYE,13 DEC 1979,FRA,3.0,Lille (FRA),09 JUN 2012,1073
45,546,19:44.17,Kevin CAMPION,23 MAY 1988,FRA,1.0,Vénissieux (FRA),04 MAY 2013,1073
46,547,19:44.25,Benjamin KUCIŃSKI,01 JUN 1982,POL,2.0,Biala Podlaska (POL),29 MAY 2004,1072
47,548,19:44.26,Cedric HOUSSAYE,13 DEC 1979,FRA,2.0,"Stade Raymond Petit, Tomblaine (FRA)",24 JUN 2011,1072
48,549,19:44.28,Jakub JELONEK,07 JUL 1985,POL,2.0,Kraków (POL),04 SEP 2010,1072
49,550,19:44.32,Christophe COUSIN,22 MAY 1965,FRA,11.0,Villeneuve d'Ascq (FRA),02 JUL 1993,1072
50,551,19:44.34,Francesco FORTUNATO,13 DEC 1994,ITA,2.0,Milano (ITA),24 MAY 2014,1072
51,552,19:44.50,Takayuki TANII,14 FEB 1983,JPN,4.0,Kumagaya (JPN),19 MAY 2018,1072
52,553,19:44.51,Mourad MANSOURI,25 OCT 1982,ALG,3.0,Biskra (ALG),17 MAR 2012,1072
53,554,19:44.52,Dzianis SIMANOVICH,20 APR 1987,BLR,1.0,Vitebsk (BLR),16 MAY 2009,1072
54,555,19:44.55,Benjamin KUCIŃSKI,01 JUN 1982,POL,1.0,Kraków (POL),19 MAY 2002,1072
55,555,19:44.55,Jakub JELONEK,07 JUL 1985,POL,3.0,Katowice (POL),15 MAY 2009,1072
56,557,19:44.60,Dane BIRD-SMITH,15 JUL 1992,AUS,1.0,Canberra (AUS),07 FEB 2015,1072
57,558,19:44.67,Antonin BOYEZ,09 NOV 1984,FRA,4.0,"Stade Raymond Petit, Tomblaine (FRA)",14 JUN 2016,1072
58,559,19:44.75,Hirofumi SAKAI,10 FEB 1965,JPN,1.0,Kagoshima (JPN),06 OCT 1996,1072
59,560,19:44.88,Hannes TONAT,07 MAR 1986,GER,1.0,Rostock (GER),28 JUN 2008,1072
60,561,19:44.96,João VIEIRA,20 FEB 1976,POR,1.0,Braga (POR),21 JUL 2018,1071
61,562,19:45.04,Alessandro GANDELLINI,30 APR 1973,ITA,2.0,San Marino (SMR),04 JUL 1996,1071
62,563,19:45.19,Rafał AUGUSTYN,14 MAY 1984,POL,2.0,Kraków (POL),05 SEP 2009,1071
63,564,19:45.21,Marius ŽIŪKAS,29 JUN 1985,LTU,1.0,Alytus (LTU),17 SEP 2010,1071
64,565,19:45.32,Kazuhiro TATEIWA,05 NOV 1999,JPN,6.0,"Juntendo University Stadium, Inzai (JPN)",25 OCT 2020,1071
65,566,19:45.47,Antonin BOYEZ,09 NOV 1984,FRA,2.0,Angers (FRA),26 JUN 2016,1071
66,567,19:45.58,Dzmitry LUKYANCHUK,02 OCT 1997,BLR,4.0,"Dinamo National Olympic Stadium, Minsk (BLR)",01 AUG 2020,1071
67,568,19:45.62,Wojciech HALMAN,10 JAN 1990,POL,1.0,Gdansk (POL),07 MAY 2011,1070
68,569,19:45.63,Kai KOBAYASHI,28 FEB 1993,JPN,2.0,Kitami (JPN),17 JUL 2019,1070
69,569,19:45.63,Iván PAJUELO,27 AUG 1993,ESP,1.0,Cáceres (ESP),29 JUN 2022,1070
70,571,19:45.65,Marc TUR,30 NOV 1994,ESP,4.0,Gijón (ESP),25 JUL 2015,1070
71,572,19:45.67,Francisco ARCILLA,14 JAN 1984,ESP,3.0,Vigo (ESP),26 JUN 2010,1070
72,573,19:45.72,Koji TAKADA,31 DEC 1983,JPN,1.0,Matsumoto (JPN),27 MAY 2001,1070
73,574,19:45.75,Máté HELEBRANDT,12 JAN 1989,HUN,1.0,"Gyulai István Atlétika Stadion, Debrecen (HUN)",18 SEP 2022,1070
74,575,19:45.84,Daniel CHAMOSA,04 MAY 1997,ESP,1.0,Vigo (ESP),18 JUL 2021,1070
75,576,19:45.89,Dane BIRD-SMITH,15 JUL 1992,AUS,1.0,Gold Coast (AUS),13 AUG 2011,1070
76,577,19:45.91,Chao FU,17 JAN 1991,CHN,3.0,Zhengzhou (CHN),28 AUG 2005,1070
77,578,19:46.01,Rafał SIKORA,17 FEB 1987,POL,3.0,Kraków (POL),04 SEP 2010,1070
78,579,19:46.04,Perseus KARLSTRÖM,02 MAY 1990,SWE,1.0,Örebro (SWE),31 JAN 2015,1070
79,580,19:46.21,Benjamin KUCIŃSKI,01 JUN 1982,POL,5.0,Bydgoszcz (POL),15 JUN 2001,1070
80,581,19:46.23,Jesse OSBORNE,21 JAN 1995,AUS,2.0,Melbourne (AUS),02 MAR 2014,1070
81,582,19:46.29,Tyler JONES,08 APR 1998,AUS,1.0,"SOPAC, Sydney (AUS)",19 FEB 2022,1070
82,583,19:46.42,Benjamin THORNE,19 MAR 1993,CAN,3.0,Vancouver (CAN),30 MAR 2014,1069
83,584,19:46.43,Katsuji SUZUKI,31 JUL 1998,JPN,3.0,Kitami (JPN),17 JUL 2019,1069
84,585,19:46.49,Cedric HOUSSAYE,13 DEC 1979,FRA,8.0,Reims (FRA),30 JUN 2010,1069
85,586,19:46.50,Eduard ZABUZHENKO,18 APR 1998,UKR,5.0,"Avangard Stadium, Lutsk (UKR)",15 AUG 2020,1069
86,587,19:46.56,Hedi TERRAOUI,10 NOV 1989,TUN,1.0,Annecy (FRA),04 MAY 2014,1069
87,588,19:46.65,José Ignácio ALEDO ROMERA,14 OCT 1979,ESP,3.0,Jerez (ESP),12 JUN 2004,1069
88,589,19:46.7h,Siarhei CHARNOU,05 FEB 1979,BLR,1.0,Staiki (BLR),21 MAY 2006,1069
89,590,19:46.73,Yuki YAMAZAKI,16 JAN 1984,JPN,1.0,Utsunomiya (JPN),29 MAY 2009,1069
90,591,19:46.77,Dion RUSSELL,08 MAY 1975,AUS,3.0,Melbourne (AUS),20 FEB 1997,1069
91,591,19:46.77,Sérgio VIEIRA,20 FEB 1976,POR,2.0,Lisboa (POR),08 JUN 2013,1069
92,591,19:46.77,Álvaro MARTÍN,18 JUN 1994,ESP,1.0,Cáceres (ESP),26 JUN 2019,1069
93,594,19:46.82,Bence VENYERCSÁN,08 JAN 1996,HUN,2.0,"Bregyó Athletic Center, Székesfehérvár (HUN)",11 SEP 2021,1069
94,595,19:46.96,Veli-Matti PARTANEN,28 OCT 1991,FIN,1.0,Lappeenranta (FIN),03 JUN 2015,1069
95,596,19:47.00,Yevgeniy DEMKOV,03 DEC 1982,RUS,1.0,"Adler, Sochi (RUS)",06 FEB 1999,1069
96,596,19:47.0h,Juan Antonio PORRAS,19 FEB 1972,ESP,2.0,Valencia (ESP),13 MAY 2000,1069
97,596,19:47.0h,Callum WILKINSON,14 MAR 1997,GBR,1.0,Eltham (GBR),23 MAR 2019,1069
98,599,19:47.06,Diego GARCÍA CARRERA,19 JAN 1996,ESP,2.0,"Estadio Vallehermoso, Madrid (ESP)",10 JUN 2023,1068
99,600,19:47.26,Miroslav ÚRADNÍK,24 MAR 1996,SVK,1.0,"Mestský atletický štadión, Trnava (SVK)",15 AUG 2020,1068
0,601,19:47.32,Hitoshi WARITA,,JPN,2.0,Kumagaya (JPN),05 JUN 2015,1068
1,602,19:47.37,Diego GARCÍA CARRERA,19 JAN 1996,ESP,3.0,Avilés (ESP),15 JUN 2013,1068
2,603,19:47.42,Benjamin KUCIŃSKI,01 JUN 1982,POL,2.0,Warszawa (POL),06 SEP 2003,1068
3,604,19:47.50,Kyle SWAN,28 MAR 1999,AUS,4.0,"Lakeside Stadium, Melbourne (AUS)",26 FEB 2022,1068
4,605,19:47.52,Máté HELEBRANDT,12 JAN 1989,HUN,1.0,"Lantos Mihály Sportközpont, Budapest (HUN)",24 JUN 2022,1068
5,606,19:47.54,Dzmitry DZIUBIN,12 JUL 1990,BLR,4.0,"Dinamo National Olympic Stadium, Minsk (BLR)",18 AUG 2022,1068
6,607,19:47.65,Carl GIBBONS,19 JUN 1996,AUS,2.0,"SOPAC, Sydney (AUS)",19 FEB 2022,1068
7,608,19:47.7h,José Manuel RODRÍGUEZ,07 NOV 1972,ESP,3.0,San Sebastián (ESP),22 MAY 1999,1068
8,609,19:47.77,Hatem GHOULA,07 JUN 1973,TUN,1.0,Argentan (FRA),05 JUN 2011,1067
9,609,19:47.77,Francisco ARCILLA,14 JAN 1984,ESP,4.0,Avilés (ESP),15 JUN 2013,1067
10,609,19:47.77,Federico TONTODONATI,30 OCT 1989,ITA,1.0,Chivasso (ITA),06 JUN 2017,1067
11,612,19:47.80,Matej TÓTH,10 FEB 1983,SVK,2.0,"Atletický štadión TU, Košice (SVK)",25 JUL 2020,1067
12,613,19:47.89,Antonin BOYEZ,09 NOV 1984,FRA,4.0,Reims (FRA),14 JUL 2009,1067
13,613,19:47.89,Antonin BOYEZ,09 NOV 1984,FRA,2.0,Reims (FRA),09 MAY 2010,1067
14,615,19:47.99,Caio BONFIM,19 MAR 1991,BRA,1.0,Fortaleza (BRA),11 MAY 2011,1067
15,616,19:48.0h,Peter BARTO,01 MAY 1975,SVK,1.0,Banská Bystrica (SVK),31 AUG 1999,1067
16,616,19:48.0h,Nicola LOMUSCIO,03 JUN 2003,ITA,1.0,"Campo Mondelli L.Colella, Foggia (ITA)",27 MAR 2022,1067
17,618,19:48.01,Rafał FEDACZYŃSKI,03 DEC 1980,POL,1.0,Biala Podlaska (POL),22 MAY 2010,1067
18,619,19:48.02,Michele DIDONI,07 MAR 1974,ITA,1.0,Padova (ITA),07 JUL 1996,1067
19,620,19:48.14,Alex WRIGHT,19 DEC 1990,GBR,1.0,Birmingham (GBR),24 JUN 2012,1067
20,621,19:48.16,Ilya MARKOV,19 JUN 1972,RUS,1.0,Biala Podlaska (POL),02 JUN 2007,1067
21,622,19:48.20,Reima SALONEN,19 OCT 1955,FIN,1.0,Turku (FIN),07 AUG 1976,1067
22,623,19:48.22,Hedi TERRAOUI,10 NOV 1989,TUN,1.0,St-Etienne (FRA),05 MAY 2013,1067
23,624,19:48.28,Andrea COSI,30 APR 2001,ITA,1.0,"Campo Communale, Modena (ITA)",01 OCT 2022,1067
24,625,19:48.29,Manuel BERMÚDEZ,12 DEC 1997,ESP,1.0,Murcia (ESP),10 JUL 2021,1067
25,626,19:48.31,Robert HEFFERNAN,28 FEB 1978,IRL,2.0,Amiens (FRA),21 JUN 2014,1067
26,627,19:48.33,Mario José DOS SANTOS,09 OCT 1979,BRA,1.0,Porto Alegre (BRA),07 MAY 2006,1067
27,628,19:48.35,José Ignacio DÍAZ,22 NOV 1979,ESP,6.0,Plasencia (ESP),24 JUN 2015,1067
28,629,19:48.38,Hatem GHOULA,07 JUN 1973,TUN,1.0,Antony (FRA),20 MAY 2012,1067
29,630,19:48.39,Hedi TERRAOUI,10 NOV 1989,TUN,2.0,Radés (TUN),09 JUN 2012,1067
30,631,19:48.4h,César RODRÍGUEZ,07 OCT 1976,ESP,2.0,Vitoria (ESP),26 JUN 1999,1067
31,631,19:48.4h,Miroslav ÚRADNÍK,24 MAR 1996,SVK,1.0,"Tréningový štadión VŠC DUKLA, Banská Bystrica (SVK)",23 APR 2021,1067
32,631,19:48.40,Miroslav ÚRADNÍK,24 MAR 1996,SVK,1.0,"Atletický štadión TU, Košice (SVK)",15 MAY 2021,1067
33,634,19:48.52,Kamil KALKA,27 JUL 1981,POL,2.0,Mielec (POL),14 MAY 2005,1066
34,634,19:48.52,Emmanuel BOULAY,04 FEB 1970,FRA,3.0,Sotteville-lès-Rouen (FRA),15 JUN 2008,1066
35,636,19:48.57,Michael MCCAGH,16 APR 1986,AUS,2.0,Geelong (AUS),17 DEC 2005,1066
36,637,19:48.59,Aliaksandr LIAKHOVICH,04 JUL 1989,BLR,1.0,Brest (BLR),16 MAY 2015,1066
37,638,19:48.61,Ihor SAKHARUK,03 JUN 1988,UKR,3.0,Kyiv (UKR),03 JUN 2014,1066
38,639,19:48.67,Miguel Ángel LÓPEZ,03 JUL 1988,ESP,1.0,Barcelona (ESP),16 JUN 2012,1066
39,640,19:48.72,Dane BIRD-SMITH,15 JUL 1992,AUS,2.0,Melbourne (AUS),14 APR 2012,1066
40,641,19:48.84,Anton KUČMÍN,07 JUN 1984,SVK,1.0,Banská Bystrica (SVK),12 JUN 2010,1066
41,642,19:48.9h,Allan SEGURA,23 DEC 1980,CRC,,San José (CRC),06 AUG 2006,1066
42,643,19:49.00,Máté HELEBRANDT,12 JAN 1989,HUN,1.0,"Bregyó Athletic Center, Székesfehérvár (HUN)",07 SEP 2019,1066
43,644,19:49.03,Rhydian COWLEY,04 JAN 1991,AUS,2.0,Sydney (AUS),09 MAR 2013,1066
44,645,19:49.07,Kevin CAMPION,23 MAY 1988,FRA,1.0,Maromme (FRA),11 JUN 2014,1066
45,645,19:49.07,Sergey SHIROBOKOV,11 FEB 1999,RUS,1.0,"Znamenskikh Stadion, Moskva (RUS)",08 JUL 2021,1066
46,647,19:49.09,Adrian BLOCKI,11 APR 1990,POL,7.0,Katowice (POL),27 MAY 2011,1066
47,647,19:49.09,Jarkko KINNUNEN,19 JAN 1984,FIN,2.0,Lappeenranta (FIN),03 JUN 2015,1066
48,649,19:49.14,Patryk ROGOWSKI,11 APR 1989,POL,3.0,Gdansk (POL),26 MAY 2012,1066
49,650,19:49.15,Wenlong SHI,10 JAN 1991,CHN,1.0,Yantai (CHN),13 OCT 2006,1066
50,650,19:49.15,Evan DUNFEE,28 SEP 1990,CAN,2.0,Burnaby (CAN),07 APR 2013,1066
51,652,19:49.17,Daniel PLAZA,03 JUL 1966,ESP,1.0,Alicante (ESP),10 APR 1999,1065
52,653,19:49.20,Diego GARCÍA CARRERA,19 JAN 1996,ESP,2.0,Granollers (ESP),14 JUL 2018,1065
53,654,19:49.25,Álvaro LÓPEZ,24 MAR 1999,ESP,2.0,"Estadio de Larrabide, Pamplona (ESP)",06 MAY 2023,1065
54,655,19:49.50,Dawid TOMALA,27 AUG 1989,POL,4.0,Kraków (POL),04 SEP 2010,1065
55,655,19:49.50,Dzmitry DZIUBIN,12 JUL 1990,BLR,5.0,"Dinamo National Olympic Stadium, Minsk (BLR)",01 AUG 2020,1065
56,657,19:49.54,Jefferson PÉREZ,01 JUL 1974,ECU,1.0,Lima (PER),22 NOV 1990,1065
57,658,19:49.56,Yuki ITO,12 APR 1992,JPN,3.0,Abashiri (JPN),11 JUL 2016,1065
58,659,19:49.58,Jani LEHTINEN,23 FEB 1974,FIN,1.0,Lapinlahti (FIN),27 JUN 1993,1065
59,660,19:49.67,Nick CHRISTIE,29 SEP 1991,USA,1.0,"Franklin Field, Philadelphia, PA (USA)",29 APR 2023,1065
60,661,19:49.74,Hirofumi SAKAI,10 FEB 1965,JPN,1.0,Hiroshima (JPN),04 OCT 1987,1065
61,662,19:49.79,Jesús Ángel GARCÍA,17 OCT 1969,ESP,1.0,Mataró (ESP),15 JUL 2009,1065
62,663,19:49.86,Benjamin THORNE,19 MAR 1993,CAN,2.0,Burnaby (CAN),17 JUN 2016,1065
