"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
26,227,2:36.5h,Florence GIOLITTI,31 AUG 1966,FRA,1,St-Maur (FRA),08 JUL 1987,1149
27,227,2:36.50,Yelena SOBOLEVA,03 OCT 1982,RUS,4,Linz (AUT),23 AUG 2005,1149
28,227,2:36.50,Angelika CICHOCKA,15 MAR 1988,POL,4,"FBK Stadium, Hengelo (NED)",24 MAY 2015,1149
29,230,2:36.51,Angelika CICHOCKA,15 MAR 1988,POL,1,Gliwice (POL),10 SEP 2017,1149
30,231,2:36.53,Colleen QUIGLEY,20 NOV 1992,USA,5,"Alexander Stadium, Birmingham (GBR)",18 AUG 2018,1149
31,232,2:36.54,Suzy FAVOR HAMILTON,08 AUG 1968,USA,7,Bruxelles (BEL),25 AUG 1995,1149
32,232,2:36.54,Winnie NANYONDO,23 AUG 1993,UGA,8,"Stade Louis II, Monaco (MON)",14 AUG 2020,1149
33,234,2:36.58,Yanka DIMOVA,27 JAN 1959,BUL,1,Sofia (BUL),08 AUG 1984,1148
34,235,2:36.6h,Katalin SZALAI,04 MAR 1961,HUN,,Budapest (HUN),10 JUL 1984,1148
35,236,2:36.61,Florence GIOLITTI,31 AUG 1966,FRA,1,Marseille (FRA),01 JUL 1986,1148
36,237,2:36.63,Aníta HINRIKSDÓTTIR,13 JAN 1996,ISL,5,"FBK Stadium, Hengelo (NED)",24 MAY 2015,1148
37,237,2:36.63,Danielle JONES,21 AUG 1996,USA,3,"Stadion Śląski, Chorzów (POL)",05 SEP 2021,1148
38,239,2:36.67,Inessa GUSAROVA,29 OCT 1995,RUS,3,Moskva (RUS),18 JUL 2016,1147
39,240,2:36.68,Diana MEZULIÁNÍKOVÁ,10 APR 1992,CZE,4,"Stadion Śląski, Chorzów (POL)",05 SEP 2021,1147
40,241,2:36.7h,Vasilena AMZINA,29 JUN 1942,BUL,3,Potsdam (GDR),20 AUG 1972,1147
41,241,2:36.70,Elly VAN HULST,09 JUN 1959,NED,4,London (GBR),11 SEP 1981,1147
42,241,2:36.70,Gabriela Katharina LESCH,17 AUG 1964,FRG,8,"Olympiastadion, Berlin (GER)",17 AUG 1990,1147
43,241,2:36.7h,Ingvill MÅKESTAD BOVIM,07 AUG 1981,NOR,3,Florø (NOR),04 JUN 2011,1147
44,245,2:36.71,Natalya PANTELEYEVA,10 SEP 1983,RUS,2,Linz (AUT),22 AUG 2006,1147
45,246,2:36.72,Claudia HOLLINGSWORTH,12 APR 2005,AUS,2f1,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",02 MAR 2021,1146
46,247,2:36.74,Violeta BECLEA-SZEKELY,26 MAR 1965,ROU,2,"Crystal Palace, London (GBR)",14 JUL 1989,1146
47,248,2:36.75,Seltana AIT HAMMOU,21 MAY 1980,MAR,3,Stockholm (SWE),05 AUG 2003,1146
48,249,2:36.76,Anne-Marie VAN NUFFEL,22 MAY 1956,BEL,3,Berlin (GER),17 AUG 1979,1146
49,249,2:36.76,Zoya NAUMOV,17 JUL 1995,ESP,4,"Parc des Sports C. Ehrmann, Nice (FRA)",17 JUN 2023,1146
50,251,2:36.77,Olga RASPOPOVA,27 DEC 1978,RUS,6,Stockholm (SWE),17 JUL 2001,1146
51,252,2:36.79,Jemma REEKIE,06 MAR 1998,GBR,6,"Alexander Stadium, Birmingham (GBR)",18 AUG 2018,1146
52,253,2:36.8h,Lore HENNIG,16 JUN 1953,GDR,4,Dresden (GER),07 AUG 1977,1145
53,253,2:36.8h,Hildegard ULLRICH-KÖRNER,20 DEC 1959,GDR,5,Dresden (GER),07 AUG 1977,1145
54,253,2:36.80,Shireen BAILEY,27 SEP 1959,GBR,3,Gateshead (GBR),09 AUG 1985,1145
55,256,2:36.84,Christine WACHTEL,06 JAN 1965,GDR,1,Thurrock (GBR),17 SEP 1989,1145
56,256,2:36.84,Claudia GESELL,18 DEC 1977,GER,6,Bruxelles (BEL),30 AUG 2002,1145
57,258,2:36.89,Liliana SALAGEANU,24 MAR 1971,ROU,3,Southampton (GBR),06 JUN 1993,1144
58,258,2:36.89,Natalya DUKHNOVA,16 JUL 1966,BLR,3,Sheffield (GBR),29 AUG 1993,1144
59,258,2:36.89,Oksana MELTSAYEVA,16 AUG 1975,UKR,1,Istanbul (TUR),09 JUN 2002,1144
60,258,2:36.89,Santa TKHAKUR,23 APR 1993,RUS,4,Moskva (RUS),18 JUL 2016,1144
61,262,2:36.9h,Francine GENDRON,16 NOV 1955,CAN,3,Berlin (GER),18 AUG 1978,1144
62,262,2:36.9h,Nina KOVYLINA-VERSHININA,1958,URS,7,Podolsk (URS),05 AUG 1979,1144
63,262,2:36.9h,Galina KIREYEVA,01 MAR 1956,URS,1,Leningrad (URS),04 AUG 1984,1144
64,265,2:36.93,Yvonne MAI,22 AUG 1965,GDR,1,Wattenscheid (GER),06 JUL 1990,1144
65,266,2:36.94,Doina MELINTE,27 DEC 1956,ROU,1,Shizuoka (JPN),03 MAY 1987,1144
66,266,2:36.94,Nouria MÉRAH-BENIDA,19 OCT 1970,ALG,4,Stockholm (SWE),05 AUG 2003,1144
67,268,2:36.95,Anna ROSTKOWSKA,26 JUL 1980,POL,1,Miedzyzdroje (POL),18 AUG 2007,1143
68,269,2:36.96,Natalya LVOVA,08 SEP 1961,RUS,4,Southampton (GBR),06 JUN 1993,1143
69,270,2:36.97,Wioletta FRANKIEWICZ,09 JUN 1977,POL,1,Czestochowa (POL),14 AUG 2004,1143
70,271,2:37.01,Angelika CICHOCKA,15 MAR 1988,POL,1,Miedzyzdroje (POL),17 AUG 2009,1143
71,272,2:37.02,Diana RICHBURG,02 JUL 1963,USA,3,Hengelo (NED),14 AUG 1988,1143
72,273,2:37.05,Christine WHITTINGHAM,01 DEC 1956,GBR,2,Gateshead (GBR),27 JUN 1986,1142
73,273,2:37.05,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,1,"McKenzie High School Track, Finn Rock, Oregon (USA)",17 JUL 2020,1142
74,275,2:37.06,Diane MODAHL-EDWARDS,17 JUN 1966,GBR,2,Thurrock (GBR),17 SEP 1989,1142
75,275,2:37.06,Lyubov GURINA,06 AUG 1957,RUS,2,Villeneuve d'Ascq (FRA),29 JUN 1997,1142
76,277,2:37.08,Martyna GALANT,26 JAN 1995,POL,5,"Stadion Śląski, Chorzów (POL)",05 SEP 2021,1142
77,278,2:37.09,Anastasiya ALEKSANDROVA,16 FEB 1994,RUS,5,Moskva (RUS),18 JUL 2016,1142
78,279,2:37.1h,Mariana STANESCU-CHIRILA,07 SEP 1964,ROU,1,Timisoara (ROU),16 MAY 1987,1141
79,279,2:37.10,Raevyn ROGERS,07 SEP 1996,USA,9,"Stade Louis II, Monaco (MON)",14 AUG 2020,1141
80,281,2:37.13,Jolanda ČEPLAK,12 SEP 1976,SLO,3,Linz (AUT),22 AUG 2006,1141
81,282,2:37.16,Lyudmila ROGACHOVA,30 OCT 1966,RUS,8,Bruxelles (BEL),25 AUG 1995,1141
82,282,2:37.16,Theresia KIESL,26 OCT 1963,AUT,1,London (GBR),11 AUG 1996,1141
83,284,2:37.2h,Marie-Françoise DUBOIS,25 MAR 1948,FRA,1,Villeneuve d'Ascq (FRA),08 JUL 1977,1140
84,284,2:37.2h,Bettina WOLFRUM,28 JUN 1955,GDR,2,Potsdam (GDR),21 JUL 1977,1140
85,284,2:37.2h,Tamara KOBA,24 FEB 1957,URS,8,Podolsk (URS),05 AUG 1979,1140
86,284,2:37.2h,Véronique RENTIES,03 JUL 1960,FRA,2,Nice (FRA),19 AUG 1979,1140
87,284,2:37.20,Ilse WICKSELL,10 AUG 1959,RSA,1,Bloemfontein (RSA),07 FEB 1983,1140
88,284,2:37.20,Shireen BAILEY,27 SEP 1959,GBR,2,London (GBR),22 AUG 1987,1140
89,290,2:37.22,Violeta BECLEA-SZEKELY,26 MAR 1965,ROU,1,Nice (FRA),08 JUL 2000,1140
90,291,2:37.24,Stefanija STATKUVIENĖ,05 SEP 1962,URS,1,Sheffield (GBR),16 SEP 1990,1140
91,292,2:37.25,Jemma REEKIE,06 MAR 1998,GBR,4,"Olympiastadion, Berlin (GER)",02 SEP 2018,1139
92,293,2:37.26,Letitia VRIESDE,05 OCT 1964,SUR,1,Bellinzona (SUI),12 JUN 1996,1139
93,293,2:37.26,Lindsey BUTTERWORTH,27 SEP 1992,CAN,3,"Boudewijnstadion, Bruxelles (BEL)",04 SEP 2020,1139
94,295,2:37.27,Yekaterina PODKOPAYEVA,11 JUN 1952,RUS,8,Villeneuve d'Ascq (FRA),02 JUL 1993,1139
95,296,2:37.28,Diana RICHBURG,02 JUL 1963,USA,4,"Crystal Palace, London (GBR)",14 JUL 1989,1139
96,296,2:37.28,Adriana MUÑOZ,16 MAR 1982,CUB,1,La Habana (CUB),23 SEP 2011,1139
97,296,2:37.28,Angela PETTY,16 AUG 1991,NZL,1,Chiba (JPN),15 AUG 2015,1139
98,299,2:37.29,Yvonne MURRAY,04 OCT 1964,GBR,3,"Crystal Palace, London (GBR)",14 JUL 1989,1139
99,299,2:37.29,Kelly HOLMES,19 APR 1970,GBR,4,Sheffield (GBR),29 AUG 1993,1139
0,299,2:37.29,Letitia VRIESDE,05 OCT 1964,SUR,7,Stockholm (SWE),17 JUL 2001,1139
1,302,2:37.3h,Madeline JACKSON,11 JAN 1948,USA,1,Montréal (CAN),12 JUL 1976,1139
2,302,2:37.30,Winny CHEBET,20 DEC 1990,KEN,2,"Stadion Orzeł, Warszawa (POL)",25 AUG 2013,1139
3,304,2:37.33,Yekaterina PODKOPAYEVA,11 JUN 1952,RUS,5,Stockholm (SWE),10 JUL 1995,1138
4,304,2:37.33,Natalya DUKHNOVA,16 JUL 1966,BLR,9,Bruxelles (BEL),25 AUG 1995,1138
5,304,2:37.33,Angelika CICHOCKA,15 MAR 1988,POL,1,"Stadion Orzeł, Warszawa (POL)",20 SEP 2011,1138
6,304,2:37.33,Nozomi TANAKA,04 SEP 1999,JPN,1,"Athletics Stadium, Fukagawa (JPN)",22 JUN 2022,1138
7,308,2:37.35,Nouria MÉRAH-BENIDA,19 OCT 1970,ALG,3,Villeneuve d'Ascq (FRA),29 JUN 1997,1138
8,308,2:37.35,Patricia DJATÉ-TAILLARD,03 JAN 1971,FRA,9,Nice (FRA),17 JUL 1999,1138
9,310,2:37.36,Judit VARGA,16 APR 1976,HUN,5,Stockholm (SWE),05 AUG 2003,1138
10,311,2:37.37,Kenia SINCLAIR,14 JUL 1980,JAM,5,Linz (AUT),23 AUG 2005,1138
11,312,2:37.39,Christina CAHILL,25 MAR 1957,GBR,1f2,"Olympiastadion, Berlin (GER)",17 AUG 1990,1138
12,313,2:37.41,Nelly JEPKOSGEI,14 JUL 1991,BRN,5,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",13 JUL 2018,1137
13,314,2:37.42,Letitia VRIESDE,05 OCT 1964,SUR,2,Nice (FRA),08 JUL 2000,1137
14,314,2:37.42,Erin DONOHUE,08 MAY 1983,USA,1,"Icahn Stadium, New York, NY (USA)",13 JUN 2015,1137
15,316,2:37.43,Christina CAHILL,25 MAR 1957,GBR,2,London (GBR),27 JUN 1980,1137
16,316,2:37.43,Amy WICKUS,25 JUN 1972,USA,2,Bellinzona (SUI),12 JUN 1996,1137
17,316,2:37.43,Ewelina SĘTOWSKA-DRYK,05 MAR 1980,POL,4,Linz (AUT),22 AUG 2006,1137
18,316,2:37.43,Axumawit EMBAYE,18 OCT 1994,ETH,1,Göteborg (SWE),05 SEP 2015,1137
19,320,2:37.44,Tosha WOODWARD,28 APR 1971,USA,3,Bellinzona (SUI),12 JUN 1996,1137
20,321,2:37.45,Joetta CLARK,01 AUG 1962,USA,4,Villeneuve d'Ascq (FRA),29 JUN 1997,1137
21,322,2:37.46,Olha LYAKHOVA,18 MAR 1992,UKR,5,"Olympiastadion, Berlin (GER)",02 SEP 2018,1137
22,323,2:37.47,Shura HOTESA,1977,ETH,4,Bellinzona (SUI),12 JUN 1996,1137
23,323,2:37.47,Brigita LANGERHOLC,23 JUL 1976,SLO,5,Linz (AUT),22 AUG 2006,1137
24,325,2:37.48,Anastasiya RYEMYEN,20 APR 1993,UKR,4,Sopot (POL),28 JUL 2016,1136
25,326,2:37.49,Nouria MÉRAH-BENIDA,19 OCT 1970,ALG,1,Heusden-Zolder (BEL),02 AUG 2003,1136
26,326,2:37.49,Sanne VERSTEGEN-WOLTERS,10 NOV 1985,NED,6,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",13 JUL 2018,1136
27,328,2:37.50,Stephanie GRAF,26 APR 1973,AUT,5,Villeneuve d'Ascq (FRA),29 JUN 1997,1136
28,328,2:37.5h,Sahily DIAGO MESA,26 AUG 1995,CUB,1,La Habana (CUB),25 APR 2014,1136
29,330,2:37.51,Joetta CLARK,01 AUG 1962,USA,9,Villeneuve d'Ascq (FRA),02 JUL 1993,1136
30,331,2:37.53,Treniere MOSER,27 OCT 1981,USA,2,"Icahn Stadium, New York, NY (USA)",13 JUN 2015,1136
31,331,2:37.53,Svetlana ULOGA,23 NOV 1986,RUS,6,Moskva (RUS),18 JUL 2016,1136
32,333,2:37.55,Halimah NAKAAYI,16 OCT 1994,UGA,2,Pretoria (RSA),08 MAR 2018,1136
33,334,2:37.56,Laura WEIGHTMAN,01 JUL 1991,GBR,6,"Olympiastadion, Berlin (GER)",02 SEP 2018,1135
34,335,2:37.57,Anna BRZEZIŃSKA,09 JAN 1971,POL,5,Bellinzona (SUI),12 JUN 1996,1135
35,336,2:37.6h,Heike ROOCK,19 JUN 1958,GDR,3,Potsdam (GDR),21 JUL 1977,1135
36,336,2:37.60,Diane MODAHL-EDWARDS,17 JUN 1966,GBR,1,Gateshead (GBR),16 JUL 1988,1135
37,336,2:37.60,Sarah THORSETT,18 MAR 1970,USA,3,"Eugene, OR (USA)",04 JUN 1995,1135
38,339,2:37.61,Beverley NICHOLSON-HARTIGAN,10 JUN 1967,GBR,5,"Crystal Palace, London (GBR)",14 JUL 1989,1135
39,339,2:37.61,Fatima AOUAM,16 DEC 1959,MAR,5,Jerez de la Frontera (ESP),13 SEP 1989,1135
40,339,2:37.61,Morgan UCENY,10 MAR 1985,USA,4,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,1135
41,342,2:37.63,Diane CUMMINS,19 JAN 1974,CAN,6,Linz (AUT),23 AUG 2005,1134
42,343,2:37.66,Diane CUMMINS,19 JAN 1974,CAN,3,Huelva (ESP),13 SEP 2007,1134
43,344,2:37.67,Faith MACHARIA,09 FEB 1976,KEN,2,Rovereto (ITA),28 AUG 2002,1134
44,345,2:37.68,Roswitha GERDES,28 JUN 1961,FRG,1,Hannover (GER),19 AUG 1984,1134
45,346,2:37.72,Nozomi TANAKA,04 SEP 1999,JPN,1,"Yanmar Stadium Nagai, Osaka (JPN)",20 AUG 2021,1133
46,347,2:37.73,Besu SADO,12 JAN 1996,ETH,6,"FBK Stadium, Hengelo (NED)",24 MAY 2015,1133
47,348,2:37.76,Christine WACHTEL,06 JAN 1965,GER,10,Villeneuve d'Ascq (FRA),02 JUL 1993,1133
48,349,2:37.78,Anna SILVANDER,22 JUN 1993,SWE,2,Göteborg (SWE),15 JUL 2016,1133
49,350,2:37.8h,Elżbieta KATOLIK,09 OCT 1949,POL,1,Berlin (GER),21 AUG 1974,1132
50,350,2:37.80,Brittany MCGOWAN,24 APR 1991,AUS,7,"Alexander Stadium, Birmingham (GBR)",18 AUG 2018,1132
51,350,2:37.80,Tigist GIRMA,07 NOV 2002,ETH,6,"Stadion Śląski, Chorzów (POL)",05 SEP 2021,1132
52,353,2:37.82,Gillian DAINTY,24 NOV 1958,GBR,5,London (GBR),11 SEP 1981,1132
53,353,2:37.82,Kutre DULECHA,22 AUG 1978,ETH,10,Nice (FRA),17 JUL 1999,1132
54,353,2:37.82,Winny CHEBET,20 DEC 1990,KEN,7,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",13 JUL 2018,1132
55,356,2:37.84,Zoe BUCKMAN,21 DEC 1988,AUS,1,Oslo (NOR),24 MAY 2012,1132
56,357,2:37.85,Esther GUERRERO,07 FEB 1990,ESP,8,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",13 JUL 2018,1132
57,357,2:37.85,Majtie KOLBERG,05 DEC 1999,GER,1f1,"Schönbuchstadion, Pliezhausen (GER)",14 MAY 2023,1132
58,359,2:37.86,Betty VAN STEENBROECK,08 FEB 1963,BEL,6,London (GBR),11 SEP 1981,1131
59,359,2:37.86,Claudia GESELL,18 DEC 1977,GER,1,Karlstadt (GER),20 JUN 1999,1131
60,359,2:37.86,Elise VANDERELST,27 JAN 1998,BEL,4,"Boudewijnstadion, Bruxelles (BEL)",04 SEP 2020,1131
61,362,2:37.87,Irén LIPCSEI,03 APR 1953,HUN,1,London (GBR),23 AUG 1978,1131
62,363,2:37.89,Claudette GROENENDAAL,01 NOV 1963,USA,11,Villeneuve d'Ascq (FRA),02 JUL 1993,1131
63,363,2:37.89,Olena BUZHENKO-SERGEYEVA,16 NOV 1972,UKR,3,Nice (FRA),08 JUL 2000,1131
64,363,2:37.89,Renata PLIŚ,05 FEB 1985,POL,2,"Stadion Orzeł, Warszawa (POL)",20 SEP 2011,1131
65,363,2:37.89,Dana MECKE,20 SEP 1987,USA,3,"Icahn Stadium, New York, NY (USA)",13 JUN 2015,1131
66,363,2:37.89,Esther GUERRERO,07 FEB 1990,ESP,1,Olot (ESP),29 JUL 2020,1131
67,368,2:37.9h,Gisela ELLENBERGER,12 JUL 1950,FRG,2,Berlin (GER),21 AUG 1974,1131
68,368,2:37.9h,Alla YUSHINA,20 AUG 1958,URS,1,Podolsk (URS),06 SEP 1981,1131
69,368,2:37.9h,Zola BUDD,26 MAY 1966,RSA,2,Bloemfontein (RSA),07 FEB 1983,1131
70,368,2:37.90,Essie WASHINGTON,12 JAN 1957,USA,4,Hengelo (NED),14 AUG 1988,1131
71,372,2:37.91,Linda SHESKEY,18 OCT 1962,USA,5,Hengelo (NED),14 AUG 1988,1131
72,372,2:37.91,Faith MACHARIA,09 FEB 1976,KEN,7,Bruxelles (BEL),30 AUG 2002,1131
73,374,2:37.98,Janeth JEPKOSGEI,13 DEC 1983,KEN,3,Rovereto (ITA),28 AUG 2002,1130
74,374,2:37.98,Winnie NANYONDO,23 AUG 1993,UGA,3,Pretoria (RSA),08 MAR 2018,1130
75,376,2:38.0h,Cyndy POOR,18 MAY 1953,USA,2,Montréal (CAN),12 JUL 1976,1130
76,376,2:38.0h,Gabriele LEHMANN-VEITH,24 OCT 1956,GDR,6,Dresden (GER),07 AUG 1977,1130
77,376,2:38.0h,Katrin WÜHN,19 NOV 1965,GDR,1,Halle (GER),20 MAY 1987,1130
78,376,2:38.00,Sarah HOWELL,11 SEP 1969,CAN,5,Sheffield (GBR),29 AUG 1993,1130
79,376,2:38.00,Danuta URBANIK,24 DEC 1989,POL,5,Sopot (POL),28 JUL 2016,1130
80,381,2:38.01,Olena ZAVADSKAYA,24 DEC 1964,UKR,6,Stockholm (SWE),10 JUL 1995,1129
81,381,2:38.01,Lenka MASNÁ,22 APR 1985,CZE,1f2,Pliezhausen (GER),17 MAY 2009,1129
82,381,2:38.01,Susan KUIJKEN,08 JUL 1986,NED,1,Amsterdam (NED),22 AUG 2014,1129
83,384,2:38.02,Diane MODAHL-EDWARDS,17 JUN 1966,GBR,2,Sheffield (GBR),16 SEP 1990,1129
84,384,2:38.02,Svetlana KLYUKA,27 DEC 1978,RUS,1,Zagreb (CRO),09 SEP 2008,1129
85,384,2:38.02,Rebecca MEHRA,25 OCT 1994,USA,2,"McKenzie High School Track, Finn Rock, Oregon (USA)",17 JUL 2020,1129
86,387,2:38.03,Elisabeth SCHACHT,05 MAY 1958,FRG,1,Köln (GER),28 MAY 1981,1129
87,387,2:38.03,Diana RICHBURG,02 JUL 1963,USA,3,London (GBR),22 AUG 1987,1129
88,387,2:38.03,Aleksandra GULYAYEVA,30 APR 1994,RUS,1,Podolsk (RUS),22 AUG 2020,1129
89,390,2:38.04,Mitica CONSTANTIN,18 AUG 1962,ROU,2,Shizuoka (JPN),03 MAY 1987,1129
90,390,2:38.04,Julie JENKINS,12 AUG 1964,USA,1,Västerås (SWE),29 JUN 1990,1129
91,390,2:38.04,Katharina TROST,28 JUN 1995,GER,2f1,"Schönbuchstadion, Pliezhausen (GER)",14 MAY 2023,1129
92,393,2:38.05,Renata PLIŚ,05 FEB 1985,POL,2,Miedzyzdroje (POL),17 AUG 2009,1129
93,393,2:38.05,Sanne VERSTEGEN-WOLTERS,10 NOV 1985,NED,3,Göteborg (SWE),15 JUL 2016,1129
94,395,2:38.07,Natalya DUKHNOVA,16 JUL 1966,BLR,8,Nice (FRA),09 JUL 2001,1129
95,396,2:38.08,Maria de Lurdes MUTOLA,27 OCT 1972,MOZ,1,Linz (AUT),19 AUG 2002,1129
96,397,2:38.09,Anna ROSTKOWSKA,26 JUL 1980,POL,2,Dubnica nad Váhom (SVK),06 SEP 2009,1128
97,398,2:38.1h,Ermyntrude VERMUELEN,28 NOV 1968,RSA,1,Bloemfontein (RSA),28 JAN 1985,1128
98,398,2:38.10,Stella JONGMANS,17 MAY 1971,NED,7,Stockholm (SWE),10 JUL 1995,1128
99,398,2:38.1h,Rose Mary ALMANZA,13 JUL 1992,CUB,,La Habana (CUB),25 APR 2014,1128
0,401,2:38.13,Hanna HERMANSSON,18 MAY 1989,SWE,2,Göteborg (SWE),11 JUL 2017,1128
1,402,2:38.15,Heidi VAN DER PLAS,1964,NED,1,Hilversum (NED),20 MAY 1991,1128
2,402,2:38.15,Letitia VRIESDE,05 OCT 1964,SUR,10,Bruxelles (BEL),25 AUG 1995,1128
3,404,2:38.16,Elly VAN HULST,09 JUN 1959,NED,6,Hengelo (NED),14 AUG 1988,1128
4,404,2:38.16,Katharina TROST,28 JUN 1995,GER,1f1,"Schönbuchstadion, Pliezhausen (GER)",08 MAY 2021,1128
5,406,2:38.17,Claudette GROENENDAAL,01 NOV 1963,USA,7,Hengelo (NED),14 AUG 1988,1127
6,406,2:38.17,Kathi HARRIS-ROUNDS,02 JAN 1964,USA,6,Bellinzona (SUI),12 JUN 1996,1127
7,408,2:38.18,Leah PELLS,09 NOV 1964,CAN,6,Villeneuve d'Ascq (FRA),29 JUN 1997,1127
8,408,2:38.18,Jennifer WENTH,24 JUL 1991,AUT,1,Gent (BEL),05 JUL 2011,1127
9,410,2:38.2h,Francie LARRIEU-SMITH,23 NOV 1952,USA,3,Montréal (CAN),12 JUL 1976,1127
10,410,2:38.20,Simona VRZALOVÁ,07 APR 1988,CZE,8,"Alexander Stadium, Birmingham (GBR)",18 AUG 2018,1127
11,412,2:38.21,Jolanda ČEPLAK,12 SEP 1976,SLO,9,Nice (FRA),09 JUL 2001,1127
12,413,2:38.26,Joanna JÓŹWIK,30 JAN 1991,POL,1,Stalowa Wola (POL),06 SEP 2013,1126
13,414,2:38.27,Yvonne VAN DER KOLK,07 JAN 1969,NED,9,Berlin (GER),10 SEP 1991,1126
14,414,2:38.27,Gladys WAMUYU,23 DEC 1972,KEN,6,Sheffield (GBR),29 AUG 1993,1126
15,414,2:38.27,Laura ITCOU,13 FEB 1972,ROU,1,Bucureşti (ROU),25 MAY 1996,1126
16,417,2:38.28,Yekaterina SOKOLOVA,16 DEC 1995,RUS,7,Moskva (RUS),18 JUL 2016,1126
17,418,2:38.3h,Nina RUCHAYEVA,17 APR 1956,URS,9,Podolsk (URS),05 AUG 1979,1126
18,418,2:38.3h,Zamira ZAYTSEVA,16 FEB 1953,URS,4,Nice (FRA),19 AUG 1979,1126
19,418,2:38.30,Debbie SCOTT-BOWKER,16 DEC 1958,CAN,5,Birmingham (GBR),19 JUL 1986,1126
20,421,2:38.35,Tudorita CHIDU,17 OCT 1967,ROU,3,Villeneuve d'Ascq (FRA),01 JUL 1991,1125
21,422,2:38.36,Ruth WYSOCKI,08 MAR 1957,USA,2,Sheffield (GBR),23 JUL 1995,1125
22,423,2:38.37,Letitia VRIESDE,05 OCT 1964,SUR,8,Stockholm (SWE),10 JUL 1995,1125
23,423,2:38.37,Nahida TOUHAMI,10 FEB 1978,ALG,7,Linz (AUT),23 AUG 2005,1125
24,423,2:38.37,Anna ROSTKOWSKA,26 JUL 1980,POL,2,Zagreb (CRO),09 SEP 2008,1125
25,426,2:38.38,Anna ALMINOVA,17 JAN 1985,RUS,6,Linz (AUT),22 AUG 2006,1125
26,427,2:38.39,Yelena AFANASYEVA,01 MAR 1967,RUS,4,Nice (FRA),08 JUL 2000,1124
27,428,2:38.4h,Penny WERTHNER-BALES,05 JUL 1951,CAN,4,Berlin (GER),18 AUG 1978,1124
28,428,2:38.4h,Sarah HOWELL,11 SEP 1969,CAN,1,Victoria (CAN),29 AUG 1998,1124
29,430,2:38.42,Mary CHEMWENO,02 FEB 1959,KEN,7,London (GBR),11 SEP 1981,1124
30,430,2:38.42,Birgit BARTH,19 JUN 1962,GDR,4,Berlin (GER),30 JUL 1989,1124
31,430,2:38.42,Catriona BISSET,01 MAR 1994,AUS,3f1,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",02 MAR 2021,1124
32,433,2:38.44,Evelyn MCMEEKIN,01 DEC 1956,GBR,2,London (GBR),23 AUG 1978,1124
33,433,2:38.44,Yvonne MAI,22 AUG 1965,GDR,3,Thurrock (GBR),17 SEP 1989,1124
34,435,2:38.45,Diane CUMMINS,19 JAN 1974,CAN,2,Linz (AUT),19 AUG 2002,1124
35,436,2:38.46,Ewelina SĘTOWSKA-DRYK,05 MAR 1980,POL,3,"Stadion Orzeł, Warszawa (POL)",20 SEP 2011,1124
36,436,2:38.46,Keely SMALL,09 JUN 2001,AUS,4f1,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",02 MAR 2021,1124
37,438,2:38.47,Sandra STALS,05 JUN 1975,BEL,6,Bruxelles (BEL),28 AUG 1998,1123
38,438,2:38.47,Natallia KAREIVA,14 NOV 1985,BLR,1,Königs Wusterhausen (GER),09 SEP 2007,1123
39,440,2:38.48,Ludmila FORMANOVÁ,02 JAN 1974,CZE,2,London (GBR),11 AUG 1996,1123
40,440,2:38.48,Brenda MARTINEZ,08 SEP 1987,USA,1,Dubnica nad Váhom (SVK),26 AUG 2012,1123
41,440,2:38.48,Marina ARZAMASOVA,17 DEC 1987,BLR,2,Dubnica nad Váhom (SVK),26 AUG 2012,1123
42,440,2:38.48,Eleonora VANDI,15 MAR 1996,ITA,5,"Boudewijnstadion, Bruxelles (BEL)",04 SEP 2020,1123
43,444,2:38.49,Christina CAHILL,25 MAR 1957,GBR,4,London (GBR),22 AUG 1987,1123
44,444,2:38.49,Laura WEIGHTMAN,01 JUL 1991,GBR,5,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,1123
45,444,2:38.49,Sarah MCDONALD,02 AUG 1993,GBR,3,Göteborg (SWE),11 JUL 2017,1123
46,447,2:38.50,Jolanda ČEPLAK,12 SEP 1976,SLO,3,Linz (AUT),19 AUG 2002,1123
47,447,2:38.5h,Adriana MUÑOZ,16 MAR 1982,CUB,1,La Habana (CUB),08 SEP 2011,1123
48,449,2:38.53,Kirsty WADE,06 AUG 1962,GBR,1,Birmingham (GBR),17 JUL 1987,1123
49,449,2:38.53,Sanne VERSTEGEN-WOLTERS,10 NOV 1985,NED,2,Amsterdam (NED),22 AUG 2014,1123
50,451,2:38.54,Alison WRIGHT,1949,NZL,4,Berlin (GER),17 AUG 1979,1123
51,452,2:38.55,Magdolna LÁZÁR,05 MAY 1951,HUN,3,London (GBR),23 AUG 1978,1122
52,453,2:38.56,Brit MCROBERTS-LIND PETERSEN,10 FEB 1957,CAN,3,Gateshead (GBR),05 AUG 1986,1122
