"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
26,227,4:44:01,Huimin ZHAO,12 OCT 1993,CHN,3.0,Xi'an (CHN),18 JUN 2017,991
27,227,4:44:01,Nastassia YATSEVICH,18 JAN 1985,BLR,12.0,"Corniche, Doha (QAT)",28 SEP 2019,991
28,229,4:44:26,Erin TAYLOR TALCOTT,21 MAY 1978,USA,1.0,"San Diego, CA (USA)",21 FEB 2016,989
29,230,4:44:35,Vasylyna VІTOVSHCHYK,30 APR 1990,UKR,2.0,Ivano-Frankivsk (UKR),16 OCT 2016,988
30,231,4:44:38,Elianay PEREIRA,11 MAY 1984,BRA,6.0,Dudince (SVK),23 MAR 2019,988
31,232,4:44:45,Natsumi KURAHARA,1997,JPN,3.0,Wajima (JPN),15 APR 2018,987
32,233,4:44:55,Maeva CASALE,05 MAR 1997,FRA,1.0,Balma (FRA),27 OCT 2019,986
33,234,4:45:13,Katsiaryna PASHKOUSKAYA,03 SEP 1978,BLR,5.0,Scanzorosciate (ITA),18 OCT 2009,984
34,235,4:45:14,Irina MUSIKHINA,07 JUN 1988,RUS,4.0,Cheboksary (RUS),29 MAY 2021,984
35,236,4:45:24,Yafei ZHAO,10 JUL 1997,CHN,6.0,Leshan (CHN),07 SEP 2019,983
36,237,4:45:34,Lyudmyla SHELEST,04 OCT 1974,UKR,2.0,Ivano-Frankivsk (UKR),20 OCT 2018,983
37,238,4:45:51,Pengqin JIANG,05 SEP 1995,CHN,5.0,Chifeng (CHN),03 JUL 2018,981
38,239,4:45:57,Laura POLLI,07 SEP 1983,SUI,2.0,Scanzorosciate (ITA),16 OCT 2005,981
39,240,4:46:12,Mariela SÁNCHEZ TERÁN,25 AUG 1991,MEX,,"Santee, CA (USA)",20 JAN 2018,979
40,240,4:46:12,Leilei LI,18 AUG 1989,CHN,7.0,Leshan (CHN),07 SEP 2019,979
41,242,4:46:21,Cecile NAZE,27 NOV 1995,FRA,1.0,Epinal (FRA),17 MAR 2019,978
42,243,4:46:27,Ivana RENIĆ,21 AUG 1996,CRO,5.0,Dudince (SVK),24 MAR 2018,978
43,244,4:46:33,Maeva CASALE,05 MAR 1997,FRA,3.0,Aschersleben (GER),14 OCT 2018,977
44,245,4:46:44,Antonina LOREK,11 FEB 1995,POL,21.0,Alytus (LTU),19 MAY 2019,976
45,246,4:46:54,Stephanie CASEY,01 AUG 1983,USA,,"Santee, CA (USA)",25 JAN 2020,975
46,247,4:47:02,Erin TAYLOR TALCOTT,21 MAY 1978,USA,2.0,"Santee, CA (USA)",25 JAN 2020,975
47,248,4:47:06,Arely MORALES,28 JUL 1998,GUA,3.0,Ciudad de Guatemala (GUA),24 FEB 2019,974
48,249,4:47:18,Rihan WU,11 JAN 1999,CHN,12.0,Huangshan (CHN),09 MAR 2019,973
49,250,4:47:26,Nadzeya DARAZHUK,23 JAN 1990,BLR,13.0,"Corniche, Doha (QAT)",28 SEP 2019,973
50,251,4:47:27,Tiziana SECCHI,12 JAN 1982,ITA,4.0,Scanzorosciate (ITA),27 OCT 2002,973
51,252,4:47:28,Maocuo LI,20 OCT 1992,CHN,2.0,Huhehaote (CHN),10 SEP 2016,972
52,253,4:47:42,Maria Teresa MARINELLI,30 APR 1985,ITA,3.0,Scanzorosciate (ITA),15 OCT 2006,971
53,254,4:47:50,Katie BURNETT,07 OCT 1988,USA,1.0,"Santee, CA (USA)",20 JAN 2018,971
54,255,4:47:54,Antonina LOREK,11 FEB 1995,POL,7.0,Dudince (SVK),23 MAR 2019,970
55,256,4:48:00,Natalie LE ROUX,10 JUN 1982,RSA,23.0,Taicang (CHN),05 MAY 2018,970
56,257,4:48:08,Lucie BARRITAULT,29 APR 1990,FRA,24.0,Taicang (CHN),05 MAY 2018,969
57,258,4:48:12,Lingyu MA,06 JAN 1995,CHN,3.0,Huangshan (CHN),06 MAR 2016,969
58,259,4:48:16,Maria LARIOS LÓPEZ,29 OCT 1992,ESP,22.0,Alytus (LTU),19 MAY 2019,968
59,260,4:48:26,Maria Dolores MARCOS VALERO,18 AUG 1979,ESP,1.0,Naumburg (GER),23 APR 2017,967
60,261,4:48:46,Chiaki YAMATO,20 NOV 1990,JPN,4.0,Wajima (JPN),15 APR 2018,966
61,262,4:48:54,Maria LARIOS LÓPEZ,29 OCT 1992,ESP,2.0,El Vendrell (ESP),10 FEB 2019,965
62,263,4:49:30,Angeliki MAKRI,25 SEP 1978,GRE,1.0,Marathonas (GRE),20 JAN 2019,962
63,264,4:49:33,Nadezhda MOKEYEVA,10 JAN 1996,RUS,5.0,Cheboksary (RUS),09 JUN 2018,962
64,265,4:49:36,Lucie BARRITAULT,29 APR 1990,FRA,23.0,Alytus (LTU),19 MAY 2019,961
65,266,4:49:39,Despina ZAPOUNIDOU,05 OCT 1985,GRE,3.0,Scanzorosciate (ITA),16 OCT 2005,961
66,267,4:49:44,Monika CHODEROVÁ,15 APR 1976,CZE,5.0,Scanzorosciate (ITA),27 OCT 2002,961
67,268,4:49:45,Jocy CABALLERO,02 FEB 1993,PER,2.0,Lima (PER),14 MAY 2017,960
68,269,4:49:48,Shuqing YANG,30 AUG 1996,CHN,2.0,Changbaishan (CHN),21 JUL 2019,960
69,270,4:49:54,Faying MA,30 AUG 1993,CHN,1.0,Changbaishan (CHN),05 JUN 2016,960
70,271,4:49:56,Chunxiu ZHANG,02 MAY 1997,CHN,13.0,Huangshan (CHN),09 MAR 2019,960
71,272,4:49:57,Susan ARMENTA,19 SEP 1973,USA,1.0,"Manassas, VA (USA)",31 MAR 2001,959
72,273,4:50:17,Andrea KOVÁCS,21 JUL 1980,HUN,8.0,Dudince (SVK),23 MAR 2019,958
73,274,4:50:18,Shuqing YANG,30 AUG 1996,CHN,8.0,Leshan (CHN),07 SEP 2019,958
74,275,4:50:26,Erin TAYLOR TALCOTT,21 MAY 1978,USA,1.0,Arica (CHI),10 MAY 2015,957
75,276,4:50:27,Katie BURNETT,07 OCT 1988,USA,7.0,Lázaro Cárdenas (MEX),21 APR 2019,957
76,277,4:50:31,Stephanie CASEY,01 AUG 1983,USA,9.0,Lima (PER),11 AUG 2019,956
77,278,4:50:37,Monika GARDINI,1973,ITA,4.0,Scanzorosciate (ITA),16 OCT 2005,956
78,279,4:50:38,Oksana KULAHINA,01 APR 1997,UKR,3.0,Ivano-Frankivsk (UKR),18 OCT 2020,956
79,280,4:50:51,Sandra BROWN,01 APR 1949,GBR,1.0,Basildon (GBR),13 JUL 1991,955
80,281,4:51:13,Maeva CASALE,05 MAR 1997,FRA,25.0,Taicang (CHN),05 MAY 2018,953
81,282,4:51:32,Norliana MOHD RUSNI,26 OCT 1989,MAS,1.0,Seremban (MAS),06 DEC 2014,951
82,283,4:51:36,Mari TAKEUCHI,23 DEC 1988,JPN,2.0,Wajima (JPN),14 APR 2019,951
83,284,4:51:43,Laura POLLI,07 SEP 1983,SUI,3.0,Scanzorosciate (ITA),21 OCT 2007,950
84,285,4:52:01,Jocy CABALLERO,02 FEB 1993,PER,26.0,Taicang (CHN),05 MAY 2018,949
85,286,4:52:07,Beatrice FORESTI,29 OCT 1998,ITA,1.0,Reggio Emilia (ITA),21 OCT 2018,948
86,287,4:52:38,Lucie BARRITAULT,29 APR 1990,FRA,12.0,"Olympiastadion, Berlin (GER)",07 AUG 2018,945
87,288,4:52:39,Silvia PANSERI,1980,ITA,6.0,Scanzorosciate (ITA),27 OCT 2002,945
88,288,4:52:39,Despina ZAPOUNIDOU,05 OCT 1985,GRE,4.0,Scanzorosciate (ITA),17 OCT 2004,945
89,290,4:52:43,Nair DA ROSA,22 MAR 1980,BRA,27.0,Taicang (CHN),05 MAY 2018,945
90,291,4:52:45,Maeva CASALE,05 MAR 1997,FRA,24.0,Alytus (LTU),19 MAY 2019,945
91,292,4:52:47,Lucie AUFFRET,06 JUL 1988,FRA,2.0,Epinal (FRA),17 MAR 2019,945
92,293,4:52:55,Meijiao CHI,28 JUN 1996,CHN,3.0,Changbaishan (CHN),21 JUL 2019,944
93,294,4:52:56,Agnieszka ELLWARD,26 MAR 1989,POL,1.0,Dudince (SVK),25 MAR 2017,944
94,295,4:53:02,Shuqing YANG,30 AUG 1996,CHN,6.0,Chifeng (CHN),03 JUL 2018,943
95,296,4:53:14,Nair DA ROSA,22 MAR 1980,BRA,8.0,Lázaro Cárdenas (MEX),21 APR 2019,942
96,297,4:53:17,Shiqian LIAO,24 JUL 1997,CHN,14.0,Huangshan (CHN),09 MAR 2019,942
97,298,4:53:27,Katie BURNETT,07 OCT 1988,USA,3.0,"Santee, CA (USA)",25 JAN 2020,941
98,299,4:53:38,Maria Dolores MARCOS VALERO,18 AUG 1979,ESP,3.0,Burjassot (ESP),25 FEB 2018,940
99,300,4:53:50,Akane TAMAKI,02 JAN 2001,JPN,5.0,Wajima (JPN),15 APR 2018,939
0,301,4:54:00,Monika GARDINI,1973,ITA,5.0,Scanzorosciate (ITA),17 OCT 2004,938
1,302,4:54:09,Nair DA ROSA,22 MAR 1980,BRA,2.0,Bragança Paulista (BRA),17 FEB 2019,938
2,302,4:54:09,Angeliki MAKRI,25 SEP 1978,GRE,14.0,"Corniche, Doha (QAT)",28 SEP 2019,938
3,304,4:54:10,Tongmin ZHAO,15 JAN 1999,CHN,9.0,Leshan (CHN),07 SEP 2019,937
4,305,4:54:12,Susan RANDALL,06 SEP 1974,USA,3.0,"Santee, CA (USA)",28 JAN 2017,937
5,306,4:54:20,Lingyu MA,06 JAN 1995,CHN,4.0,Xi'an (CHN),18 JUN 2017,937
6,307,4:54:23,Elisabeth BRUNET,20 JUN 1986,FRA,3.0,Epinal (FRA),17 MAR 2019,936
7,308,4:54:31,Kelly RUDDICK,19 APR 1973,AUS,2.0,Melbourne (AUS),02 DEC 2018,936
8,309,4:54:33,Natalie LE ROUX,10 JUN 1982,RSA,1.0,George (RSA),21 OCT 2017,935
9,310,4:54:39,Erin TAYLOR TALCOTT,21 MAY 1978,USA,2.0,Monterrey (MEX),25 FEB 2018,935
10,311,4:54:54,Miriam DE JESUS GUTIERREZ,08 JUL 1981,ECU,5.0,Sucúa (ECU),10 MAR 2018,934
11,312,4:55:20,Natalie LE ROUX,10 JUN 1982,RSA,1.0,Cape Town (RSA),27 OCT 2018,931
12,313,4:55:34,Chunyan ZHU,03 JUN 1992,CHN,4.0,Huhehaote (CHN),10 SEP 2016,930
13,314,4:56:00,Angeliki MAKRI,25 SEP 1978,GRE,1.0,Marathonas (GRE),14 JAN 2018,928
14,315,4:56:02,Yafei ZHAO,10 JUL 1997,CHN,4.0,Changbaishan (CHN),21 JUL 2019,928
15,316,4:56:07,Chunxiu ZHANG,02 MAY 1997,CHN,10.0,Leshan (CHN),07 SEP 2019,927
16,317,4:56:09,Yan ZHANG,03 JAN 1997,CHN,5.0,Xi'an (CHN),08 SEP 2018,927
17,318,4:56:42,Susan RANDALL,06 SEP 1974,USA,2.0,Arica (CHI),10 MAY 2015,924
18,319,4:56:48,Lydia MCGRANAHAN,20 OCT 1976,USA,1.0,"Hauppauge, NY (USA)",20 OCT 2019,924
19,320,4:56:50,Sandra SILVA,21 SEP 1975,POR,1.0,"Circuito Urbano, Porto de Mos (POR)",10 JAN 2021,924
20,321,4:57:11,Monika GARDINI,1973,ITA,7.0,Scanzorosciate (ITA),27 OCT 2002,922
21,321,4:57:11,Erin TAYLOR TALCOTT,21 MAY 1978,USA,1.0,"Surprise, AZ (USA)",07 FEB 2010,922
22,323,4:57:31,Henrieta RUSNÁKOVÁ,17 OCT 1971,SVK,8.0,Scanzorosciate (ITA),27 OCT 2002,920
23,324,4:57:38,Mylene ORTIZ,15 FEB 1979,FRA,4.0,Aschersleben (GER),14 OCT 2018,920
24,325,4:58:08,Lucie PELANTOVÁ,07 MAY 1986,CZE,4.0,Scanzorosciate (ITA),21 OCT 2007,917
25,326,4:58:25,Lyudmyla SHELEST,04 OCT 1974,UKR,1.0,Ivano-Frankivsk (UKR),19 OCT 2019,916
26,327,4:58:33,Ruonan ZHU,14 MAR 1998,CHN,6.0,Xi'an (CHN),08 SEP 2018,915
27,328,4:58:41,Lizbeth SILVA,30 SEP 1989,MEX,3.0,Monterrey (MEX),25 FEB 2018,914
28,329,4:58:44,Mara RIBEIRO,11 MAY 1995,POR,15.0,"Corniche, Doha (QAT)",28 SEP 2019,914
29,330,4:59:00,Martina GABRIELLI,15 FEB 1986,ITA,6.0,Scanzorosciate (ITA),17 OCT 2004,913
30,330,4:59:00,Chunxiu ZHANG,02 MAY 1997,CHN,5.0,Changbaishan (CHN),21 JUL 2019,913
31,332,4:59:01,Lucie BARRITAULT,29 APR 1990,FRA,2.0,Balma (FRA),27 OCT 2019,912
32,333,4:59:08,Cecile NAZE,27 NOV 1995,FRA,5.0,Aschersleben (GER),14 OCT 2018,912
33,334,4:59:12,Chunyan ZHU,03 JUN 1992,CHN,4.0,Zhengzhou (CHN),22 MAY 2017,912
34,335,4:59:14,Runfeng GUO,09 MAY 1995,CHN,5.0,Xi'an (CHN),18 JUN 2017,911
35,336,4:59:16,Erin TAYLOR TALCOTT,21 MAY 1978,USA,2.0,"Santee, CA (USA)",20 JAN 2018,911
36,337,4:59:18,Jeanne BILLA,21 FEB 1996,FRA,6.0,Aschersleben (GER),14 OCT 2018,911
37,338,4:59:32,Tracy FEINER,25 AUG 1977,AUS,1.0,"Fawkner Park, Melbourne (AUS)",01 DEC 2019,910
38,339,4:59:40,Angeliki MAKRI,25 SEP 1978,GRE,6.0,Dudince (SVK),24 MAR 2018,909
39,340,4:59:44,Liliya STEPANOVA,13 OCT 1997,RUS,6.0,Cheboksary (RUS),09 JUN 2018,909
40,341,4:59:55,Anett TORMA,02 APR 1984,HUN,,"Santee, CA (USA)",20 JAN 2018,908
